index,cut_type,end_time,start_time,tool_wear
76,A,605.448,603.384,37.0
77,CL,618.168,605.448,37.75
78,A,620.336,618.168,38.5
79,CO,633.061,620.336,39.25
80,A,653.221,633.061,40.0
81,CL,665.944,653.221,40.5
82,A,668.088,665.944,41.0
83,CO,680.874,668.088,41.5
84,A,682.958,680.874,42.0
85,CL,695.645,682.958,42.5
86,A,697.828,695.645,43.0
87,CO,710.724,697.828,43.5
88,A,712.656,710.724,44.0
89,CL,725.557,712.656,44.5
90,A,727.539,725.557,45.0
91,CO,740.468,727.539,45.5
92,A,742.405,740.468,46.0
93,CL,755.313,742.405,46.5
94,A,757.284,755.313,47.0
95,CO,770.231,757.284,47.5
96,A,772.148,770.231,48.0
97,CL,785.065,772.148,48.5
98,A,787.038,785.065,49.0
99,CO,799.973,787.038,49.5
100,A,801.888,799.973,50.0
101,CL,814.79,801.888,50.5
102,A,816.781,814.79,51.0
103,CO,829.714,816.781,51.5
104,A,831.632,829.714,52.0
105,CL,844.541,831.632,52.5
106,A,846.523,844.541,53.0
107,CO,859.441,846.523,53.5
108,A,861.374,859.441,54.0
109,CL,874.277,861.374,54.5
110,A,876.267,874.277,55.0
111,CO,889.19,876.267,55.5
112,A,891.121,889.19,56.0
113,CL,904.009,891.121,56.5
114,A,906.013,904.009,57.0
115,CO,918.964,906.013,57.5
116,A,920.857,918.964,58.0
117,CL,933.77,920.857,58.5
118,A,935.759,933.77,59.0
119,CO,948.568,935.759,59.5
120,A,979.454,948.568,60.0
121,CL,992.324,979.454,60.25
122,A,994.31,992.324,60.5
123,CO,1007.241,994.31,60.75
124,A,1009.173,1007.241,61.0
125,CL,1022.071,1009.173,61.25
126,A,1024.047,1022.071,61.5
127,CO,1036.985,1024.047,61.75
128,A,1038.895,1036.985,62.0
129,CL,1051.785,1038.895,62.25
130,A,1053.797,1051.785,62.5
131,CO,1066.724,1053.797,62.75
132,A,1068.664,1066.724,63.0
133,CL,1081.547,1068.664,63.25
134,A,1083.542,1081.547,63.5
135,CO,1096.469,1083.542,63.75
136,A,1098.375,1096.469,64.0
137,CL,1111.293,1098.375,64.25
138,A,1113.297,1111.293,64.5
139,CO,1126.226,1113.297,64.75
140,A,1128.14,1126.226,65.0
141,CL,1141.037,1128.14,65.25
142,A,1143.026,1141.037,65.5
143,CO,1155.959,1143.026,65.75
144,A,1157.878,1155.959,66.0
145,CL,1170.796,1157.878,66.25
146,A,1172.777,1170.796,66.5
147,CO,1185.713,1172.777,66.75
148,A,1187.612,1185.713,67.0
149,CL,1200.522,1187.612,67.25
150,A,1202.517,1200.522,67.5
151,CO,1215.441,1202.517,67.75
152,A,1217.38,1215.441,68.0
153,CL,1230.251,1217.38,68.25
154,A,1232.265,1230.251,68.5
155,CO,1245.186,1232.265,68.75
156,A,1247.094,1245.186,69.0
157,CL,1260.005,1247.094,69.25
158,A,1262.009,1260.005,69.5
159,CO,1274.824,1262.009,69.75
160,A,1296.498,1274.824,70.0
161,CL,1309.366,1296.498,70.375
162,A,1311.363,1309.366,70.75
163,CO,1324.288,1311.363,71.125
164,A,1326.22,1324.288,71.5
165,CL,1339.131,1326.22,71.875
166,A,1341.103,1339.131,72.25
167,CO,1354.045,1341.103,72.625
168,A,1355.942,1354.045,73.0
169,CL,1368.857,1355.942,73.375
170,A,1370.844,1368.857,73.75
171,CO,1383.795,1370.844,74.125
172,A,1385.7,1383.795,74.5
173,CL,1398.588,1385.7,74.875
174,A,1400.593,1398.588,75.25
175,CO,1413.563,1400.593,75.625
176,A,1415.449,1413.563,76.0
177,CL,1428.399,1415.449,76.375
178,A,1430.341,1428.399,76.75
179,CO,1443.319,1430.341,77.125
180,A,1445.18,1443.319,77.5
181,CL,1458.146,1445.18,77.875
182,A,1460.096,1458.146,78.25
183,CO,1473.07,1460.096,78.625
184,A,1474.926,1473.07,79.0
185,CL,1487.908,1474.926,79.375
186,A,1489.826,1487.908,79.75
187,CO,1502.798,1489.826,80.125
188,A,1504.68,1502.798,80.5
189,CL,1517.646,1504.68,80.875
190,A,1519.569,1517.646,81.25
191,CO,1532.543,1519.569,81.625
192,A,1534.395,1532.543,82.0
193,CL,1547.363,1534.395,82.375
194,A,1549.325,1547.363,82.75
195,CO,1562.312,1549.325,83.125
196,A,1564.153,1562.312,83.5
197,CL,1577.123,1564.153,83.875
198,A,1579.058,1577.123,84.25
199,CO,1591.883,1579.058,84.625
200,A,1595.995,1591.883,85.0
