index,cut_type,end_time,start_time,tool_wear
324,A,2099.842,2098.572,98.2442748092
325,CL,2112.706,2099.842,98.2697201018
326,A,2114.008,2112.706,98.2951653944
327,CO,2126.915,2114.008,98.320610687
328,A,2128.204,2126.915,98.3460559796
329,CL,2141.041,2128.204,98.3715012723
330,A,2142.371,2141.041,98.3969465649
331,CO,2155.28,2142.371,98.4223918575
332,A,2156.58,2155.28,98.4478371501
333,CL,2169.401,2156.58,98.4732824427
334,A,2170.731,2169.401,98.4987277354
335,CO,2183.676,2170.731,98.524173028
336,A,2184.906,2183.676,98.5496183206
337,CL,2197.772,2184.906,98.5750636132
338,A,2199.091,2197.772,98.6005089059
339,CO,2211.801,2199.091,98.6259541985
340,A,2213.065,2211.801,98.6513994911
341,CL,2225.786,2213.065,98.6768447837
342,A,2227.082,2225.786,98.7022900763
343,CO,2239.656,2227.082,98.727735369
344,A,2240.841,2239.656,98.7531806616
345,CL,2253.689,2240.841,98.7786259542
346,A,2255.021,2253.689,98.8040712468
347,CO,2267.931,2255.021,98.8295165394
348,A,2269.206,2267.931,98.8549618321
349,CL,2282.062,2269.206,98.8804071247
350,A,2283.395,2282.062,98.9058524173
351,CO,2295.799,2283.395,98.9312977099
352,A,2298.743,2295.799,98.9567430025
353,CL,2299.452,2298.743,98.9821882952
354,A,2299.991,2299.452,99.0076335878
355,CO,2312.299,2299.991,99.0330788804
356,A,2313.663,2312.299,99.058524173
357,CL,2326.588,2313.663,99.0839694656
358,A,2327.852,2326.588,99.1094147583
359,CO,2340.736,2327.852,99.1348600509
360,A,2342.018,2340.736,99.1603053435
361,CL,2354.923,2342.018,99.1857506361
362,A,2356.224,2354.923,99.2111959288
363,CO,2369.063,2356.224,99.2366412214
364,A,2370.376,2369.063,99.262086514
365,CL,2383.328,2370.376,99.2875318066
366,A,2384.576,2383.328,99.3129770992
367,CO,2397.451,2384.576,99.3384223919
368,A,2398.749,2397.451,99.3638676845
369,CL,2411.682,2398.749,99.3893129771
370,A,2412.937,2411.682,99.4147582697
371,CO,2425.818,2412.937,99.4402035623
372,A,2427.107,2425.818,99.465648855
373,CL,2440.072,2427.107,99.4910941476
374,A,2441.286,2440.072,99.5165394402
375,CO,2454.188,2441.286,99.5419847328
376,A,2455.467,2454.188,99.5674300254
377,CL,2468.458,2455.467,99.5928753181
378,A,2469.646,2468.458,99.6183206107
379,CO,2482.521,2469.646,99.6437659033
380,A,2483.828,2482.521,99.6692111959
381,CL,2496.768,2483.828,99.6946564885
382,A,2497.996,2496.768,99.7201017812
383,CO,2510.931,2497.996,99.7455470738
384,A,2512.2,2510.931,99.7709923664
385,CL,2525.136,2512.2,99.796437659
386,A,2526.372,2525.136,99.8218829517
387,CO,2539.263,2526.372,99.8473282443
388,A,2540.56,2539.263,99.8727735369
389,CL,2552.544,2540.56,99.8982188295
390,A,2553.549,2552.544,99.9236641221
391,CO,2566.367,2553.549,99.9491094148
392,A,2567.68,2566.367,99.9745547074
393,CL,2580.105,2567.68,100.0
