index,cut_type,end_time,start_time,tool_wear
100,A,449.559,440.814,10.0
101,CL,450.733,449.559,10.1
102,A,459.354,450.733,10.2
103,CO,460.626,459.354,10.3
104,A,469.334,460.626,10.4
105,CL,470.539,469.334,10.5
106,A,479.168,470.539,10.6
107,CO,479.169,479.168,10.7
108,A,479.17,479.169,10.8
109,CL,480.434,479.17,10.9
110,A,489.155,480.434,11.0
111,CO,490.331,489.155,11.1
112,A,499.016,490.331,11.2
113,CL,499.019,499.016,11.3
114,A,499.021,499.019,11.4
115,CO,499.024,499.021,11.5
116,A,499.026,499.024,11.6
117,CL,500.244,499.026,11.7
118,A,508.944,500.244,11.8
119,CO,510.168,508.944,11.9
120,A,518.817,510.168,12.0
121,CL,518.82,518.817,12.1
122,A,518.825,518.82,12.2
123,CO,519.126,518.825,12.3
124,A,519.127,519.126,12.4
125,CL,519.13,519.127,12.5
126,A,519.133,519.13,12.6
127,CO,519.136,519.133,12.7
128,A,519.263,519.136,12.8
129,CL,519.267,519.263,12.9
130,A,519.27,519.267,13.0
131,CO,520.07,519.27,13.1
132,A,528.76,520.07,13.2
133,CL,529.973,528.76,13.3
134,A,538.59,529.973,13.4
135,CO,538.591,538.59,13.5
136,A,538.595,538.591,13.6
137,CL,539.012,538.595,13.7
138,A,539.013,539.012,13.8
139,CO,539.862,539.013,13.9
140,A,548.57,539.862,14.0
141,CL,549.751,548.57,14.1
142,A,558.391,549.751,14.2
143,CO,558.799,558.391,14.3
144,A,558.894,558.799,14.4
145,CL,559.68,558.894,14.5
146,A,559.681,559.68,14.6
147,CO,559.682,559.681,14.7
148,A,568.418,559.682,14.8
149,CL,569.559,568.418,14.9
150,A,578.215,569.559,15.0
151,CO,578.54,578.215,15.1
152,A,578.681,578.54,15.2
153,CL,579.486,578.681,15.3
154,A,588.201,579.486,15.4
155,CO,589.38,588.201,15.5
156,A,598.043,589.38,15.6
157,CL,599.295,598.043,15.7
158,A,607.958,599.295,15.8
159,CO,610.872,607.958,15.9
160,A,619.317,610.872,16.0
161,CL,619.677,619.317,16.1
162,A,619.678,619.677,16.2
163,CO,619.687,619.678,16.3
164,A,619.688,619.687,16.4
165,CL,619.689,619.688,16.5
166,A,619.691,619.689,16.6
167,CO,619.706,619.691,16.7
168,A,619.708,619.706,16.8
169,CL,619.71,619.708,16.9
170,A,619.767,619.71,17.0
171,CO,620.61,619.767,17.1
172,A,629.312,620.61,17.2
173,CL,630.522,629.312,17.3
174,A,639.141,630.522,17.4
175,CO,640.421,639.141,17.5
176,A,649.131,640.421,17.6
177,CL,650.304,649.131,17.7
178,A,658.938,650.304,17.8
179,CO,660.238,658.938,17.9
180,A,668.956,660.238,18.0
181,CL,670.148,668.956,18.1
182,A,678.755,670.148,18.2
183,CO,680.048,678.755,18.3
184,A,688.768,680.048,18.4
185,CL,689.955,688.768,18.5
186,A,698.569,689.955,18.6
187,CO,699.856,698.569,18.7
188,A,708.617,699.856,18.8
189,CL,709.775,708.617,18.9
190,A,718.396,709.775,19.0
191,CO,718.397,718.396,19.1
192,A,718.398,718.397,19.2
193,CL,719.676,718.398,19.3
194,A,728.154,719.676,19.4
195,CO,729.313,728.154,19.5
196,A,737.92,729.313,19.6
197,CL,739.228,737.92,19.7
198,A,747.936,739.228,19.8
199,CO,749.118,747.936,19.9
200,A,757.765,749.118,20.0
201,CL,758.075,757.765,20.1
202,A,758.23,758.075,20.2
203,CO,759.037,758.23,20.3
204,A,767.751,759.037,20.4
205,CL,768.909,767.751,20.5
206,A,777.58,768.909,20.6
207,CO,778.848,777.58,20.7
208,A,787.605,778.848,20.8
209,CL,788.75,787.605,20.9
210,A,797.408,788.75,21.0
211,CO,797.686,797.408,21.1
212,A,797.701,797.686,21.2
213,CL,797.737,797.701,21.3
214,A,797.741,797.737,21.4
215,CO,797.743,797.741,21.5
216,A,797.873,797.743,21.6
217,CL,798.655,797.873,21.7
218,A,807.305,798.655,21.8
219,CO,811.068,807.305,21.9
220,A,819.473,811.068,22.0
221,CL,819.903,819.473,22.1
222,A,819.904,819.903,22.2
223,CO,820.752,819.904,22.3
224,A,829.465,820.752,22.4
225,CL,830.655,829.465,22.5
226,A,839.256,830.655,22.6
227,CO,840.571,839.256,22.7
228,A,849.321,840.571,22.8
229,CL,849.323,849.321,22.9
230,A,849.324,849.323,23.0
231,CO,850.469,849.324,23.1
232,A,859.11,850.469,23.2
233,CL,859.111,859.11,23.3
234,A,859.113,859.111,23.4
235,CO,860.377,859.113,23.5
236,A,869.09,860.377,23.6
237,CL,870.279,869.09,23.7
238,A,878.956,870.279,23.8
239,CO,878.963,878.956,23.9
240,A,878.964,878.963,24.0
241,CL,880.171,878.964,24.1375
242,A,888.918,880.171,24.275
243,CO,888.921,888.918,24.4125
244,A,888.922,888.921,24.55
245,CL,890.093,888.922,24.6875
246,A,898.729,890.093,24.825
247,CO,899.998,898.729,24.9625
248,A,908.762,899.998,25.1
249,CL,909.88,908.762,25.2375
250,A,918.539,909.88,25.375
251,CO,919.812,918.539,25.5125
252,A,928.542,919.812,25.65
253,CL,929.726,928.542,25.7875
254,A,938.343,929.726,25.925
255,CO,938.74,938.343,26.0625
256,A,938.741,938.74,26.2
257,CL,939.623,938.741,26.3375
258,A,948.346,939.623,26.475
259,CO,949.507,948.346,26.6125
260,A,958.253,949.507,26.75
261,CL,959.427,958.253,26.8875
262,A,968.193,959.427,27.025
263,CO,969.344,968.193,27.1625
264,A,978.091,969.344,27.3
265,CL,978.336,978.091,27.4375
266,A,978.472,978.336,27.575
267,CO,978.473,978.472,27.7125
268,A,978.475,978.473,27.85
269,CL,979.239,978.475,27.9875
270,A,988.008,979.239,28.125
271,CO,989.126,988.008,28.2625
272,A,997.796,989.126,28.4
273,CL,997.996,997.796,28.5375
274,A,998.167,997.996,28.675
275,CO,998.636,998.167,28.8125
276,A,1007.185,998.636,28.95
277,CL,1009.647,1007.185,29.0875
278,A,1015.481,1009.647,29.225
279,CO,1015.486,1015.481,29.3625
280,A,1015.488,1015.486,29.5
281,CL,1015.493,1015.488,29.6375
282,A,1015.494,1015.493,29.775
283,CO,1016.591,1015.494,29.9125
284,A,1024.46,1016.591,30.05
285,CL,1025.598,1024.46,30.1875
286,A,1034.242,1025.598,30.325
287,CO,1035.498,1034.242,30.4625
288,A,1044.294,1035.498,30.6
289,CL,1045.416,1044.294,30.7375
290,A,1054.059,1045.416,30.875
291,CO,1055.297,1054.059,31.0125
292,A,1064.114,1055.297,31.15
293,CL,1065.233,1064.114,31.2875
294,A,1073.869,1065.233,31.425
295,CO,1075.107,1073.869,31.5625
296,A,1083.897,1075.107,31.7
297,CL,1085.028,1083.897,31.8375
298,A,1093.687,1085.028,31.975
299,CO,1094.931,1093.687,32.1125
300,A,1103.749,1094.931,32.25
301,CL,1103.751,1103.749,32.3875
302,A,1103.752,1103.751,32.525
303,CO,1104.841,1103.752,32.6625
304,A,1113.528,1104.841,32.8
305,CL,1114.745,1113.528,32.9375
306,A,1123.549,1114.745,33.075
307,CO,1124.637,1123.549,33.2125
308,A,1133.322,1124.637,33.35
309,CL,1133.324,1133.322,33.4875
310,A,1133.326,1133.324,33.625
311,CO,1134.559,1133.326,33.7625
312,A,1143.351,1134.559,33.9
313,CL,1144.467,1143.351,34.0375
314,A,1153.155,1144.467,34.175
315,CO,1154.374,1153.155,34.3125
316,A,1163.16,1154.374,34.45
317,CL,1164.251,1163.16,34.5875
318,A,1172.954,1164.251,34.725
319,CO,1174.179,1172.954,34.8625
320,A,1182.947,1174.179,35.0
321,CL,1184.086,1182.947,35.3125
322,A,1192.781,1184.086,35.625
323,CO,1194.001,1192.781,35.9375
324,A,1202.68,1194.001,36.25
325,CL,1211.748,1202.68,36.5625
326,A,1220.827,1211.748,36.875
327,CO,1221.645,1220.827,37.1875
328,A,1230.502,1221.645,37.5
329,CL,1231.518,1230.502,37.8125
330,A,1240.481,1231.518,38.125
331,CO,1240.589,1240.481,38.4375
332,A,1240.59,1240.589,38.75
333,CL,1240.591,1240.59,39.0625
334,A,1240.593,1240.591,39.375
335,CO,1240.79,1240.593,39.6875
336,A,1240.861,1240.79,40.0
337,CL,1241.458,1240.861,40.3125
338,A,1250.337,1241.458,40.625
339,CO,1250.503,1250.337,40.9375
340,A,1250.508,1250.503,41.25
341,CL,1250.513,1250.508,41.5625
342,A,1250.514,1250.513,41.875
343,CO,1250.519,1250.514,42.1875
344,A,1250.53,1250.519,42.5
345,CL,1250.532,1250.53,42.8125
346,A,1250.534,1250.532,43.125
347,CO,1250.537,1250.534,43.4375
348,A,1250.543,1250.537,43.75
349,CL,1251.259,1250.543,44.0625
350,A,1251.282,1251.259,44.375
351,CO,1251.338,1251.282,44.6875
352,A,1260.176,1251.338,45.0
353,CL,1261.265,1260.176,45.3125
354,A,1270.385,1261.265,45.625
355,CO,1270.389,1270.385,45.9375
356,A,1270.39,1270.389,46.25
357,CL,1270.496,1270.39,46.5625
358,A,1270.616,1270.496,46.875
359,CO,1271.083,1270.616,47.1875
360,A,1271.085,1271.083,47.5
361,CL,1271.086,1271.085,47.8125
362,A,1271.099,1271.086,48.125
363,CO,1271.131,1271.099,48.4375
364,A,1280.067,1271.131,48.75
365,CL,1280.931,1280.067,49.0625
366,A,1290.032,1280.931,49.375
367,CO,1290.325,1290.032,49.6875
368,A,1290.375,1290.325,50.0
369,CL,1290.376,1290.375,50.3125
370,A,1290.377,1290.376,50.625
371,CO,1290.972,1290.377,50.9375
372,A,1299.869,1290.972,51.25
373,CL,1299.874,1299.869,51.5625
374,A,1299.875,1299.874,51.875
375,CO,1299.876,1299.875,52.1875
376,A,1299.877,1299.876,52.5
377,CL,1300.413,1299.877,52.8125
378,A,1309.928,1300.413,53.125
379,CO,1309.942,1309.928,53.4375
380,A,1309.943,1309.942,53.75
381,CL,1309.944,1309.943,54.0625
382,A,1309.945,1309.944,54.375
383,CO,1310.101,1309.945,54.6875
384,A,1310.196,1310.101,55.0
385,CL,1310.752,1310.196,55.3125
386,A,1310.753,1310.752,55.625
387,CO,1310.754,1310.753,55.9375
388,A,1310.755,1310.754,56.25
389,CL,1310.758,1310.755,56.5625
390,A,1319.685,1310.758,56.875
391,CO,1319.775,1319.685,57.1875
392,A,1319.776,1319.775,57.5
393,CL,1319.778,1319.776,57.8125
394,A,1319.787,1319.778,58.125
395,CO,1319.788,1319.787,58.4375
396,A,1319.794,1319.788,58.75
397,CL,1319.795,1319.794,59.0625
398,A,1319.796,1319.795,59.375
399,CO,1319.805,1319.796,59.6875
400,A,1319.806,1319.805,60.0
401,CL,1319.819,1319.806,60.0625
402,A,1319.82,1319.819,60.125
403,CO,1320.035,1319.82,60.1875
404,A,1320.249,1320.035,60.25
405,CL,1320.279,1320.249,60.3125
406,A,1320.281,1320.279,60.375
407,CO,1320.639,1320.281,60.4375
408,A,1320.64,1320.639,60.5
409,CL,1320.641,1320.64,60.5625
410,A,1320.642,1320.641,60.625
411,CO,1320.646,1320.642,60.6875
412,A,1329.669,1320.646,60.75
413,CL,1330.386,1329.669,60.8125
414,A,1339.7,1330.386,60.875
415,CO,1340.453,1339.7,60.9375
416,A,1349.433,1340.453,61.0
417,CL,1349.564,1349.433,61.0625
418,A,1349.57,1349.564,61.125
419,CO,1349.747,1349.57,61.1875
420,A,1349.749,1349.747,61.25
421,CL,1349.75,1349.749,61.3125
422,A,1350.108,1349.75,61.375
423,CO,1350.137,1350.108,61.4375
424,A,1350.236,1350.137,61.5
425,CL,1350.238,1350.236,61.5625
426,A,1350.337,1350.238,61.625
427,CO,1350.342,1350.337,61.6875
428,A,1350.346,1350.342,61.75
429,CL,1350.353,1350.346,61.8125
430,A,1359.32,1350.353,61.875
431,CO,1359.321,1359.32,61.9375
432,A,1359.322,1359.321,62.0
433,CL,1359.324,1359.322,62.0625
434,A,1359.383,1359.324,62.125
435,CO,1359.384,1359.383,62.1875
436,A,1359.385,1359.384,62.25
437,CL,1359.396,1359.385,62.3125
438,A,1359.529,1359.396,62.375
439,CO,1359.53,1359.529,62.4375
440,A,1359.535,1359.53,62.5
441,CL,1359.536,1359.535,62.5625
442,A,1359.545,1359.536,62.625
443,CO,1360.162,1359.545,62.6875
444,A,1369.296,1360.162,62.75
445,CL,1369.562,1369.296,62.8125
446,A,1369.656,1369.562,62.875
447,CO,1369.661,1369.656,62.9375
448,A,1369.663,1369.661,63.0
449,CL,1370.218,1369.663,63.0625
450,A,1379.288,1370.218,63.125
451,CO,1379.681,1379.288,63.1875
452,A,1379.682,1379.681,63.25
453,CL,1379.683,1379.682,63.3125
454,A,1379.684,1379.683,63.375
455,CO,1379.685,1379.684,63.4375
456,A,1379.686,1379.685,63.5
457,CL,1379.687,1379.686,63.5625
458,A,1389.052,1379.687,63.625
459,CO,1389.96,1389.052,63.6875
460,A,1399.21,1389.96,63.75
461,CL,1399.212,1399.21,63.8125
462,A,1399.215,1399.212,63.875
463,CO,1399.27,1399.215,63.9375
464,A,1399.271,1399.27,64.0
465,CL,1399.272,1399.271,64.0625
466,A,1399.447,1399.272,64.125
467,CO,1399.955,1399.447,64.1875
468,A,1408.658,1399.955,64.25
469,CL,1409.012,1408.658,64.3125
470,A,1409.017,1409.012,64.375
471,CO,1409.018,1409.017,64.4375
472,A,1409.019,1409.018,64.5
473,CL,1409.022,1409.019,64.5625
474,A,1409.055,1409.022,64.625
475,CO,1409.056,1409.055,64.6875
476,A,1409.068,1409.056,64.75
477,CL,1409.073,1409.068,64.8125
478,A,1409.083,1409.073,64.875
479,CO,1413.877,1409.083,64.9375
480,A,1422.688,1413.877,65.0
481,CL,1423.371,1422.688,65.0625
482,A,1423.418,1423.371,65.125
483,CO,1423.42,1423.418,65.1875
484,A,1423.647,1423.42,65.25
485,CL,1423.669,1423.647,65.3125
486,A,1423.67,1423.669,65.375
487,CO,1423.673,1423.67,65.4375
488,A,1423.674,1423.673,65.5
489,CL,1423.697,1423.674,65.5625
490,A,1423.698,1423.697,65.625
491,CO,1423.727,1423.698,65.6875
492,A,1432.614,1423.727,65.75
493,CL,1433.449,1432.614,65.8125
494,A,1442.459,1433.449,65.875
495,CO,1443.104,1442.459,65.9375
496,A,1443.116,1443.104,66.0
497,CL,1443.121,1443.116,66.0625
498,A,1443.122,1443.121,66.125
499,CO,1443.123,1443.122,66.1875
500,A,1443.124,1443.123,66.25
501,CL,1443.128,1443.124,66.3125
502,A,1443.129,1443.128,66.375
503,CO,1443.138,1443.129,66.4375
504,A,1443.26,1443.138,66.5
505,CL,1443.542,1443.26,66.5625
506,A,1452.439,1443.542,66.625
507,CO,1452.443,1452.439,66.6875
508,A,1452.452,1452.443,66.75
509,CL,1453.144,1452.452,66.8125
510,A,1462.265,1453.144,66.875
511,CO,1463.363,1462.265,66.9375
512,A,1472.266,1463.363,67.0
513,CL,1472.605,1472.266,67.0625
514,A,1472.911,1472.605,67.125
515,CO,1472.963,1472.911,67.1875
516,A,1472.965,1472.963,67.25
517,CL,1472.97,1472.965,67.3125
518,A,1473.002,1472.97,67.375
519,CO,1473.244,1473.002,67.4375
520,A,1482.062,1473.244,67.5
521,CL,1482.08,1482.062,67.5625
522,A,1482.081,1482.08,67.625
523,CO,1482.082,1482.081,67.6875
524,A,1482.083,1482.082,67.75
525,CL,1482.769,1482.083,67.8125
526,A,1482.775,1482.769,67.875
527,CO,1482.837,1482.775,67.9375
528,A,1482.838,1482.837,68.0
529,CL,1482.84,1482.838,68.0625
530,A,1482.844,1482.84,68.125
531,CO,1482.869,1482.844,68.1875
532,A,1482.871,1482.869,68.25
533,CL,1482.874,1482.871,68.3125
534,A,1482.882,1482.874,68.375
535,CO,1482.968,1482.882,68.4375
536,A,1492.034,1482.968,68.5
537,CL,1492.059,1492.034,68.5625
538,A,1492.06,1492.059,68.625
539,CO,1492.411,1492.06,68.6875
540,A,1492.43,1492.411,68.75
541,CL,1492.958,1492.43,68.8125
542,A,1492.971,1492.958,68.875
543,CO,1492.985,1492.971,68.9375
544,A,1492.989,1492.985,69.0
545,CL,1492.99,1492.989,69.0625
546,A,1493.003,1492.99,69.125
547,CO,1493.005,1493.003,69.1875
548,A,1493.009,1493.005,69.25
549,CL,1493.014,1493.009,69.3125
550,A,1501.942,1493.014,69.375
551,CO,1502.689,1501.942,69.4375
552,A,1502.691,1502.689,69.5
553,CL,1502.775,1502.691,69.5625
554,A,1502.78,1502.775,69.625
555,CO,1502.802,1502.78,69.6875
556,A,1502.803,1502.802,69.75
557,CL,1502.89,1502.803,69.8125
558,A,1502.92,1502.89,69.875
559,CO,1502.974,1502.92,69.9375
560,A,1511.919,1502.974,70.0
561,CL,1511.923,1511.919,70.15
562,A,1511.924,1511.923,70.3
563,CO,1511.925,1511.924,70.45
564,A,1511.927,1511.925,70.6
565,CL,1511.928,1511.927,70.75
566,A,1511.931,1511.928,70.9
567,CO,1512.721,1511.931,71.05
568,A,1521.734,1512.721,71.2
569,CL,1521.735,1521.734,71.35
570,A,1521.74,1521.735,71.5
571,CO,1522.134,1521.74,71.65
572,A,1522.146,1522.134,71.8
573,CL,1522.147,1522.146,71.95
574,A,1522.148,1522.147,72.1
575,CO,1522.151,1522.148,72.25
576,A,1522.155,1522.151,72.4
577,CL,1522.157,1522.155,72.55
578,A,1522.158,1522.157,72.7
579,CO,1522.159,1522.158,72.85
580,A,1522.177,1522.159,73.0
581,CL,1522.185,1522.177,73.15
582,A,1522.197,1522.185,73.3
583,CO,1522.787,1522.197,73.45
584,A,1531.717,1522.787,73.6
585,CL,1531.718,1531.717,73.75
586,A,1531.719,1531.718,73.9
587,CO,1532.486,1531.719,74.05
588,A,1541.502,1532.486,74.2
589,CL,1541.523,1541.502,74.35
590,A,1541.527,1541.523,74.5
591,CO,1542.592,1541.527,74.65
592,A,1551.52,1542.592,74.8
593,CL,1551.521,1551.52,74.95
594,A,1551.524,1551.521,75.1
595,CO,1551.525,1551.524,75.25
596,A,1551.529,1551.525,75.4
597,CL,1551.843,1551.529,75.55
598,A,1551.963,1551.843,75.7
599,CO,1552.238,1551.963,75.85
600,A,1552.25,1552.238,76.0
601,CL,1552.251,1552.25,76.15
602,A,1552.252,1552.251,76.3
603,CO,1552.331,1552.252,76.45
604,A,1552.338,1552.331,76.6
605,CL,1552.339,1552.338,76.75
606,A,1561.343,1552.339,76.9
607,CO,1561.346,1561.343,77.05
608,A,1561.347,1561.346,77.2
609,CL,1561.383,1561.347,77.35
610,A,1561.385,1561.383,77.5
611,CO,1562.408,1561.385,77.65
612,A,1571.285,1562.408,77.8
613,CL,1571.646,1571.285,77.95
614,A,1571.721,1571.646,78.1
615,CO,1572.302,1571.721,78.25
616,A,1581.186,1572.302,78.4
617,CL,1581.187,1581.186,78.55
618,A,1581.189,1581.187,78.7
619,CO,1581.2,1581.189,78.85
620,A,1581.211,1581.2,79.0
621,CL,1582.231,1581.211,79.15
622,A,1591.156,1582.231,79.3
623,CO,1592.099,1591.156,79.45
624,A,1600.995,1592.099,79.6
625,CL,1600.998,1600.995,79.75
626,A,1601.003,1600.998,79.9
627,CO,1601.011,1601.003,80.05
628,A,1601.023,1601.011,80.2
629,CL,1601.367,1601.023,80.35
630,A,1601.44,1601.367,80.5
631,CO,1601.442,1601.44,80.65
632,A,1601.447,1601.442,80.8
633,CL,1601.448,1601.447,80.95
634,A,1601.453,1601.448,81.1
635,CO,1601.46,1601.453,81.25
636,A,1601.503,1601.46,81.4
637,CL,1601.984,1601.503,81.55
638,A,1601.985,1601.984,81.7
639,CO,1601.998,1601.985,81.85
640,A,1610.777,1601.998,82.0
