index,cut_type,end_time,start_time,tool_wear
138,A,690.812,678.72,39.6296296296
139,CO,692.79,690.812,40.0462962963
140,A,704.646,692.79,40.3703703704
141,CL,706.659,704.646,40.6944444444
142,A,718.082,706.659,41.0185185185
143,CO,719.987,718.082,41.3425925926
144,A,731.578,719.987,41.6666666667
145,CL,733.627,731.578,41.9907407407
146,A,745.521,733.627,42.3148148148
147,CO,747.169,745.521,42.6388888889
148,A,759.534,747.169,42.962962963
149,CL,761.529,759.534,43.287037037
150,A,773.636,761.529,43.6111111111
151,CO,775.553,773.636,43.9351851852
152,A,786.987,775.553,44.2592592593
153,CL,788.973,786.987,44.5833333333
154,A,800.138,788.973,44.9074074074
155,CO,802.073,800.138,45.2314814815
156,A,813.662,802.073,45.5555555556
157,CL,815.604,813.662,45.8796296296
158,A,826.682,815.604,46.2037037037
159,CO,828.559,826.682,46.5277777778
160,A,839.901,828.559,46.8518518519
161,CL,841.817,839.901,47.1759259259
162,A,852.599,841.817,47.5
163,CO,856.981,852.599,47.8240740741
164,A,868.407,856.981,48.1481481481
165,CL,870.105,868.407,48.4722222222
166,A,879.672,870.105,48.7962962963
167,CO,881.447,879.672,49.1203703704
168,A,893.387,881.447,49.4444444444
169,CL,895.385,893.387,49.7685185185
170,A,907.245,895.385,50.0925925926
171,CO,909.176,907.245,50.4166666667
172,A,920.947,909.176,50.7407407407
173,CL,923.041,920.947,51.0648148148
174,A,934.835,923.041,51.3888888889
175,CO,936.723,934.835,51.712962963
176,A,948.636,936.723,52.037037037
177,CL,950.604,948.636,52.3611111111
178,A,961.999,950.604,52.6851851852
179,CO,963.979,961.999,53.0092592593
180,A,975.882,963.979,53.3333333333
181,CL,977.782,975.882,53.6574074074
182,A,989.499,977.782,53.9814814815
183,CO,991.051,989.499,54.3055555556
184,A,1002.554,991.051,54.6296296296
185,CL,1004.395,1002.554,54.9537037037
186,A,1016.108,1004.395,55.0925925926
187,CO,1017.971,1016.108,55.200617284
188,A,1028.785,1017.971,55.3086419753
189,CL,1030.591,1028.785,55.4166666667
190,A,1041.457,1030.591,55.524691358
191,CO,1043.294,1041.457,55.6327160494
192,A,1054.912,1043.294,55.7407407407
193,CL,1056.747,1054.912,55.8487654321
194,A,1067.525,1056.747,55.9567901235
195,CO,1069.417,1067.525,56.0648148148
196,A,1079.95,1069.417,56.1728395062
197,CL,1081.362,1079.95,56.2808641975
198,A,1092.15,1081.362,56.3888888889
199,CO,1093.919,1092.15,56.4969135802
200,A,1105.481,1093.919,56.6049382716
201,CL,1107.163,1105.481,56.712962963
202,A,1118.076,1107.163,56.8209876543
203,CO,1122.174,1118.076,56.9290123457
204,A,1123.038,1122.174,57.037037037
205,CL,1125.543,1123.038,57.1450617284
206,A,1137.059,1125.543,57.2530864198
207,CO,1138.85,1137.059,57.3611111111
208,A,1150.65,1138.85,57.4691358025
209,CL,1152.495,1150.65,57.5771604938
210,A,1163.343,1152.495,57.6851851852
211,CO,1164.782,1163.343,57.7932098765
212,A,1175.205,1164.782,57.9012345679
213,CL,1176.804,1175.205,58.0092592593
214,A,1187.425,1176.804,58.1172839506
215,CO,1189.226,1187.425,58.225308642
216,A,1200.878,1189.226,58.3333333333
217,CL,1202.654,1200.878,58.4413580247
218,A,1214.058,1202.654,58.549382716
219,CO,1215.954,1214.058,58.6574074074
220,A,1227.795,1215.954,58.7654320988
221,CL,1229.528,1227.795,58.8734567901
222,A,1240.796,1229.528,58.9814814815
223,CO,1242.329,1240.796,59.0895061728
224,A,1253.108,1242.329,59.1975308642
225,CL,1254.823,1253.108,59.3055555556
226,A,1266.052,1254.823,59.4135802469
227,CO,1267.528,1266.052,59.5216049383
228,A,1278.774,1267.528,59.6296296296
229,CL,1280.651,1278.774,59.737654321
230,A,1291.4,1280.651,59.8456790123
231,CO,1293.14,1291.4,59.9537037037
232,A,1302.536,1293.14,60.0617283951
233,CL,1304.319,1302.536,60.1697530864
234,A,1315.378,1304.319,60.2777777778
235,CO,1317.149,1315.378,60.3858024691
236,A,1329.1,1317.149,60.4938271605
237,CL,1330.868,1329.1,60.6018518519
238,A,1341.86,1330.868,60.7098765432
239,CO,1343.254,1341.86,60.8179012346
240,A,1354.197,1343.254,60.9259259259
241,CL,1355.969,1354.197,61.0339506173
242,A,1367.431,1355.969,61.1419753086
243,CO,1368.851,1367.431,61.25
244,A,1379.966,1368.851,61.3580246914
245,CL,1385.248,1379.966,61.4660493827
246,A,1396.201,1385.248,61.5740740741
247,CO,1397.967,1396.201,61.6820987654
248,A,1409.264,1397.967,61.7901234568
249,CL,1410.718,1409.264,61.8981481481
250,A,1421.751,1410.718,62.0061728395
251,CO,1423.538,1421.751,62.1141975309
252,A,1434.343,1423.538,62.2222222222
253,CL,1435.638,1434.343,62.3302469136
254,A,1446.232,1435.638,62.4382716049
255,CO,1448.086,1446.232,62.5462962963
256,A,1458.635,1448.086,62.6543209877
257,CL,1460.302,1458.635,62.762345679
258,A,1471.144,1460.302,62.8703703704
259,CO,1472.868,1471.144,62.9783950617
260,A,1483.933,1472.868,63.0864197531
261,CL,1485.409,1483.933,63.1944444444
262,A,1496.056,1485.409,63.3024691358
263,CO,1497.805,1496.056,63.4104938272
264,A,1508.35,1497.805,63.5185185185
265,CL,1509.831,1508.35,63.6265432099
266,A,1520.356,1509.831,63.7345679012
267,CO,1521.938,1520.356,63.8425925926
268,A,1532.383,1521.938,63.950617284
269,CL,1533.856,1532.383,64.0586419753
270,A,1544.877,1533.856,64.1666666667
271,CO,1546.662,1544.877,64.274691358
272,A,1557.958,1546.662,64.3827160494
273,CL,1559.564,1557.958,64.4907407407
274,A,1569.891,1559.564,64.5987654321
275,CO,1571.401,1569.891,64.7067901235
276,A,1582.754,1571.401,64.8148148148
277,CL,1584.064,1582.754,64.9228395062
278,A,1594.83,1584.064,65.1543209877
279,CO,1596.295,1594.83,65.6944444444
280,A,1606.972,1596.295,66.2345679012
281,CL,1608.431,1606.972,66.774691358
282,A,1619.097,1608.431,67.3148148148
283,CO,1620.447,1619.097,67.8549382716
284,A,1630.836,1620.447,68.3950617284
285,CL,1635.271,1630.836,68.9351851852
286,A,1644.378,1635.271,69.475308642
287,CO,1645.561,1644.378,70.0154320988
288,A,1654.571,1645.561,70.5555555556
289,CL,1655.761,1654.571,71.0956790123
290,A,1665.4,1655.761,71.6358024691
291,CO,1666.812,1665.4,72.1759259259
292,A,1677.58,1666.812,72.7160493827
293,CL,1679.023,1677.58,73.2561728395
294,A,1689.299,1679.023,73.7962962963
295,CO,1691.02,1689.299,74.3364197531
296,A,1700.039,1691.02,74.8765432099
297,CL,1701.391,1700.039,75.4166666667
298,A,1711.723,1701.391,75.9567901235
299,CO,1713.185,1711.723,76.4969135802
300,A,1723.792,1713.185,77.037037037
301,CL,1725.326,1723.792,77.5771604938
302,A,1735.558,1725.326,78.1172839506
303,CO,1737.32,1735.558,78.6574074074
304,A,1747.22,1737.32,79.1975308642
305,CL,1749.042,1747.22,79.737654321
306,A,1759.487,1749.042,80.2777777778
307,CO,1761.002,1759.487,80.8179012346
308,A,1771.867,1761.002,81.3580246914
309,CL,1773.78,1771.867,81.8981481481
310,A,1783.697,1773.78,82.4382716049
311,CO,1785.107,1783.697,82.9783950617
312,A,1796.14,1785.107,83.5185185185
313,CL,1798.108,1796.14,84.0586419753
314,A,1808.931,1798.108,84.5987654321
315,CO,1810.344,1808.931,85.1388888889
316,A,1821.601,1810.344,85.6790123457
317,CL,1823.131,1821.601,86.2191358025
318,A,1833.488,1823.131,86.7592592593
319,CO,1834.499,1833.488,87.299382716
320,A,1843.757,1834.499,87.8395061728
321,CL,1844.87,1843.757,88.3796296296
322,A,1854.515,1844.87,88.9197530864
323,CO,1855.903,1854.515,89.4598765432
324,A,1864.815,1855.903,90.0
