index,cut_type,end_time,start_time,tool_wear
59,CO,307.746,306.586,16.0643564356
60,A,316.479,307.746,16.3366336634
61,CL,317.694,316.479,16.6089108911
62,A,326.406,317.694,16.8811881188
63,CO,327.55,326.406,17.1534653465
64,A,336.281,327.55,17.4257425743
65,CL,337.495,336.281,17.698019802
66,A,346.201,337.495,17.9702970297
67,CO,347.346,346.201,18.2425742574
68,A,356.083,347.346,18.5148514851
69,CL,357.308,356.083,18.7871287129
70,A,366.03,357.308,19.0594059406
71,CO,367.179,366.03,19.3316831683
72,A,375.894,367.179,19.603960396
73,CL,377.11,375.894,19.8762376238
74,A,385.829,377.11,20.0742574257
75,CO,386.979,385.829,20.2103960396
76,A,395.714,386.979,20.3465346535
77,CL,399.261,395.714,20.4826732673
78,A,400.22,399.261,20.6188118812
79,CO,401.756,400.22,20.754950495
80,A,410.46,401.756,20.8910891089
81,CL,411.596,410.46,21.0272277228
82,A,420.343,411.596,21.1633663366
83,CO,421.533,420.343,21.2995049505
84,A,430.235,421.533,21.4356435644
85,CL,431.421,430.235,21.5717821782
86,A,440.14,431.421,21.7079207921
87,CO,441.351,440.14,21.8440594059
88,A,450.069,441.351,21.9801980198
89,CL,451.231,450.069,22.1163366337
90,A,459.957,451.231,22.2524752475
91,CO,461.145,459.957,22.3886138614
92,A,469.869,461.145,22.5247524752
93,CL,471.054,469.869,22.6608910891
94,A,479.77,471.054,22.797029703
95,CO,480.969,479.77,22.9331683168
96,A,489.689,480.969,23.0693069307
97,CL,490.852,489.689,23.2054455446
98,A,499.567,490.852,23.3415841584
99,CO,500.77,499.567,23.4777227723
100,A,509.523,500.77,23.6138613861
101,CL,510.646,509.523,23.75
102,A,519.388,510.646,23.8861386139
103,CO,520.591,519.388,24.0222772277
104,A,529.318,520.591,24.1584158416
105,CL,530.469,529.318,24.2945544554
106,A,539.189,530.469,24.4306930693
107,CO,540.415,539.189,24.5668316832
108,A,549.137,540.415,24.702970297
109,CL,550.278,549.137,24.8391089109
110,A,559.019,550.278,24.9752475248
111,CO,560.209,559.019,25.1113861386
112,A,568.966,560.209,25.2475247525
113,CL,570.08,568.966,25.3836633663
114,A,578.846,570.08,25.5198019802
115,CO,580.028,578.846,25.6559405941
116,A,588.799,580.028,25.7920792079
117,CL,589.88,588.799,25.9282178218
118,A,598.634,589.88,26.0643564356
119,CO,602.224,598.634,26.2004950495
120,A,603.44,602.224,26.3366336634
121,CL,605.561,603.44,26.4727722772
122,A,614.269,605.561,26.6089108911
123,CO,615.427,614.269,26.745049505
124,A,624.18,615.427,26.8811881188
125,CL,625.325,624.18,27.0173267327
126,A,634.084,625.325,27.1534653465
127,CO,635.237,634.084,27.2896039604
128,A,643.965,635.237,27.4257425743
129,CL,645.164,643.965,27.5618811881
130,A,653.392,645.164,27.698019802
131,CO,654.551,653.392,27.8341584158
132,A,663.298,654.551,27.9702970297
133,CL,664.451,663.298,28.1064356436
134,A,673.101,664.451,28.2425742574
135,CO,674.273,673.101,28.3787128713
136,A,682.454,674.273,28.5148514851
137,CL,683.428,682.454,28.650990099
138,A,691.49,683.428,28.7871287129
139,CO,692.62,691.49,28.9232673267
140,A,701.376,692.62,29.0594059406
141,CL,702.558,701.376,29.1955445545
142,A,711.074,702.558,29.3316831683
143,CO,712.078,711.074,29.4678217822
144,A,720.627,712.078,29.603960396
145,CL,721.781,720.627,29.7400990099
146,A,730.534,721.781,29.8762376238
147,CO,731.679,730.534,30.0123762376
148,A,740.409,731.679,30.1485148515
149,CL,741.606,740.409,30.2846534653
150,A,750.347,741.606,30.4207920792
151,CO,751.484,750.347,30.5569306931
152,A,760.234,751.484,30.6930693069
153,CL,761.412,760.234,30.8292079208
154,A,770.168,761.412,30.9653465347
155,CO,771.29,770.168,31.1014851485
156,A,780.052,771.29,31.2376237624
157,CL,781.253,780.052,31.3737623762
158,A,789.981,781.253,31.5099009901
159,CO,791.106,789.981,31.646039604
160,A,799.888,791.106,31.7821782178
161,CL,802.176,799.888,31.9183168317
162,A,810.888,802.176,32.0544554455
163,CO,812.046,810.888,32.1905940594
164,A,820.799,812.046,32.3267326733
165,CL,821.945,820.799,32.4628712871
166,A,830.689,821.945,32.599009901
167,CO,831.851,830.689,32.7351485149
168,A,840.569,831.851,32.8712871287
169,CL,841.763,840.569,33.0074257426
170,A,850.498,841.763,33.1435643564
171,CO,851.663,850.498,33.2797029703
172,A,860.398,851.663,33.4158415842
173,CL,861.572,860.398,33.551980198
174,A,861.573,861.572,33.6881188119
175,CO,861.574,861.573,33.8242574257
176,A,870.31,861.574,33.9603960396
177,CL,871.463,870.31,34.0965346535
178,A,880.231,871.463,34.2326732673
179,CO,881.378,880.231,34.3688118812
180,A,890.14,881.378,34.504950495
181,CL,891.258,890.14,34.6410891089
182,A,900.023,891.258,34.7772277228
183,CO,901.192,900.023,34.9133663366
184,A,909.955,901.192,35.1485148515
185,CL,911.069,909.955,35.5569306931
186,A,919.85,911.069,35.9653465347
187,CO,921.009,919.85,36.3737623762
188,A,929.763,921.009,36.7821782178
189,CL,930.896,929.763,37.1905940594
190,A,939.667,930.896,37.599009901
191,CO,940.829,939.667,38.0074257426
192,A,949.58,940.829,38.4158415842
193,CL,950.693,949.58,38.8242574257
194,A,959.494,950.693,39.2326732673
195,CO,960.637,959.494,39.6410891089
196,A,969.391,960.637,40.0495049505
197,CL,970.497,969.391,40.4579207921
198,A,979.3,970.497,40.8663366337
199,CO,980.462,979.3,41.2747524752
200,A,989.208,980.462,41.6831683168
201,CL,990.315,989.208,42.0915841584
202,A,999.093,990.315,42.5
203,CO,1000.27,999.093,42.9084158416
204,A,1008.999,1000.27,43.3168316832
205,CL,1010.137,1008.999,43.7252475248
206,A,1018.908,1010.137,44.1336633663
207,CO,1020.038,1018.908,44.5420792079
208,A,1028.828,1020.038,44.9504950495
209,CL,1029.947,1028.828,45.3589108911
210,A,1038.709,1029.947,45.7673267327
211,CO,1039.851,1038.709,46.1757425743
212,A,1048.641,1039.851,46.5841584158
213,CL,1049.75,1048.641,46.9925742574
214,A,1058.503,1049.75,47.400990099
215,CO,1059.662,1058.503,47.8094059406
216,A,1068.447,1059.662,48.2178217822
217,CL,1069.579,1068.447,48.6262376238
218,A,1078.342,1069.579,49.0346534653
219,CO,1079.484,1078.342,49.4430693069
220,A,1088.27,1079.484,49.8514851485
221,CL,1089.358,1088.27,50.1732673267
222,A,1098.159,1089.358,50.4455445545
223,CO,1099.296,1098.159,50.7178217822
224,A,1108.073,1099.296,50.9900990099
225,CL,1109.18,1108.073,51.2623762376
226,A,1117.991,1109.18,51.5346534653
227,CO,1119.102,1117.991,51.8069306931
228,A,1127.879,1119.102,52.0792079208
229,CL,1128.973,1127.879,52.3514851485
230,A,1137.766,1128.973,52.6237623762
231,CO,1138.922,1137.766,52.896039604
232,A,1147.706,1138.922,53.1683168317
233,CL,1148.795,1147.706,53.4405940594
234,A,1157.566,1148.795,53.7128712871
235,CO,1158.746,1157.566,53.9851485149
236,A,1167.521,1158.746,54.2574257426
237,CL,1168.593,1167.521,54.5297029703
238,A,1177.435,1168.593,54.801980198
239,CO,1178.547,1177.435,55.0742574257
240,A,1187.337,1178.547,55.3465346535
241,CL,1188.398,1187.337,55.6188118812
242,A,1197.164,1188.398,55.8910891089
243,CO,1202.013,1197.164,56.1633663366
244,A,1210.768,1202.013,56.4356435644
245,CL,1211.866,1210.768,56.7079207921
246,A,1220.636,1211.866,56.9801980198
247,CO,1221.786,1220.636,57.2524752475
248,A,1230.572,1221.786,57.5247524752
249,CL,1231.681,1230.572,57.797029703
250,A,1240.461,1231.681,58.0693069307
251,CO,1241.605,1240.461,58.3415841584
252,A,1250.388,1241.605,58.6138613861
253,CL,1251.492,1250.388,58.8861386139
254,A,1260.293,1251.492,59.1584158416
255,CO,1261.431,1260.293,59.4306930693
256,A,1270.213,1261.431,59.702970297
257,CL,1271.304,1270.213,59.9752475248
258,A,1280.112,1271.304,60.1237623762
259,CO,1281.24,1280.112,60.2599009901
260,A,1290.023,1281.24,60.396039604
261,CL,1291.112,1290.023,60.5321782178
262,A,1299.874,1291.112,60.6683168317
263,CO,1301.042,1299.874,60.8044554455
264,A,1309.841,1301.042,60.9405940594
265,CL,1310.918,1309.841,61.0767326733
266,A,1319.691,1310.918,61.2128712871
267,CO,1320.853,1319.691,61.349009901
268,A,1329.633,1320.853,61.4851485149
269,CL,1330.739,1329.633,61.6212871287
270,A,1339.549,1330.739,61.7574257426
271,CO,1340.667,1339.549,61.8935643564
272,A,1349.466,1340.667,62.0297029703
273,CL,1350.546,1349.466,62.1658415842
274,A,1359.33,1350.546,62.301980198
275,CO,1360.491,1359.33,62.4381188119
276,A,1369.279,1360.491,62.5742574257
277,CL,1370.349,1369.279,62.7103960396
278,A,1379.126,1370.349,62.8465346535
279,CO,1380.294,1379.126,62.9826732673
280,A,1389.087,1380.294,63.1188118812
281,CL,1390.152,1389.087,63.254950495
282,A,1398.936,1390.152,63.3910891089
283,CO,1402.271,1398.936,63.5272277228
284,A,1411.044,1402.271,63.6633663366
285,CL,1412.134,1411.044,63.7995049505
286,A,1420.925,1412.134,63.9356435644
287,CO,1422.09,1420.925,64.0717821782
288,A,1430.854,1422.09,64.2079207921
289,CL,1431.961,1430.854,64.3440594059
290,A,1440.748,1431.961,64.4801980198
291,CO,1441.885,1440.748,64.6163366337
292,A,1450.66,1441.885,64.7524752475
293,CL,1451.774,1450.66,64.8886138614
294,A,1460.577,1451.774,65.0742574257
295,CO,1461.694,1460.577,65.4826732673
296,A,1470.469,1461.694,65.8910891089
297,CL,1471.589,1470.469,66.2995049505
298,A,1480.355,1471.589,66.7079207921
299,CO,1481.511,1480.355,67.1163366337
300,A,1490.287,1481.511,67.5247524752
301,CL,1491.384,1490.287,67.9331683168
302,A,1500.146,1491.384,68.3415841584
303,CO,1501.318,1500.146,68.75
304,A,1510.107,1501.318,69.1584158416
305,CL,1511.194,1510.107,69.5668316832
306,A,1519.973,1511.194,69.9752475248
307,CO,1521.138,1519.973,70.3836633663
308,A,1529.907,1521.138,70.7920792079
309,CL,1531.001,1529.907,71.2004950495
310,A,1539.794,1531.001,71.6089108911
311,CO,1540.956,1539.794,72.0173267327
312,A,1549.738,1540.956,72.4257425743
313,CL,1550.817,1549.738,72.8341584158
314,A,1559.581,1550.817,73.2425742574
315,CO,1560.772,1559.581,73.650990099
316,A,1569.532,1560.772,74.0594059406
317,CL,1570.628,1569.532,74.4678217822
318,A,1579.413,1570.628,74.8762376238
319,CO,1580.574,1579.413,75.2846534653
320,A,1589.36,1580.574,75.6930693069
321,CL,1590.439,1589.36,76.1014851485
322,A,1599.193,1590.439,76.5099009901
323,CO,1601.463,1599.193,76.9183168317
324,A,1610.253,1601.463,77.3267326733
325,CL,1611.345,1610.253,77.7351485149
326,A,1620.125,1611.345,78.1435643564
327,CO,1621.261,1620.125,78.551980198
328,A,1630.063,1621.261,78.9603960396
329,CL,1631.152,1630.063,79.3688118812
330,A,1639.935,1631.152,79.7772277228
331,CO,1641.037,1639.935,80.0618811881
332,A,1649.866,1641.037,80.198019802
333,CL,1650.929,1649.866,80.3341584158
334,A,1659.73,1650.929,80.4702970297
335,CO,1660.843,1659.73,80.6064356436
336,A,1669.677,1660.843,80.7425742574
337,CL,1670.736,1669.677,80.8787128713
338,A,1679.524,1670.736,81.0148514851
339,CO,1680.665,1679.524,81.150990099
340,A,1689.491,1680.665,81.2871287129
341,CL,1690.551,1689.491,81.4232673267
342,A,1699.385,1690.551,81.5594059406
343,CO,1700.485,1699.385,81.6955445545
344,A,1709.315,1700.485,81.8316831683
345,CL,1710.355,1709.315,81.9678217822
346,A,1719.163,1710.355,82.103960396
347,CO,1720.293,1719.163,82.2400990099
348,A,1729.115,1720.293,82.3762376238
349,CL,1730.169,1729.115,82.5123762376
350,A,1738.994,1730.169,82.6485148515
351,CO,1740.121,1738.994,82.7846534653
352,A,1748.923,1740.121,82.9207920792
353,CL,1749.984,1748.923,83.0569306931
354,A,1758.835,1749.984,83.1930693069
355,CO,1759.936,1758.835,83.3292079208
356,A,1768.74,1759.936,83.4653465347
357,CL,1769.786,1768.74,83.6014851485
358,A,1778.616,1769.786,83.7376237624
359,CO,1779.739,1778.616,83.8737623762
360,A,1788.559,1779.739,84.0099009901
361,CL,1789.599,1788.559,84.146039604
362,A,1798.401,1789.599,84.2821782178
363,CO,1802.033,1798.401,84.4183168317
364,A,1803.005,1802.033,84.5544554455
365,CL,1804.652,1803.005,84.6905940594
366,A,1813.452,1804.652,84.8267326733
367,CO,1814.529,1813.452,84.9628712871
368,A,1823.315,1814.529,85.198019802
369,CL,1824.442,1823.315,85.4702970297
370,A,1833.267,1824.442,85.7425742574
371,CO,1834.337,1833.267,86.0148514851
372,A,1843.128,1834.337,86.2871287129
373,CL,1844.27,1843.128,86.5594059406
374,A,1853.078,1844.27,86.8316831683
375,CO,1854.144,1853.078,87.103960396
376,A,1862.952,1854.144,87.3762376238
377,CL,1864.079,1862.952,87.6485148515
378,A,1872.884,1864.079,87.9207920792
379,CO,1873.97,1872.884,88.1930693069
380,A,1882.781,1873.97,88.4653465347
381,CL,1883.875,1882.781,88.7376237624
382,A,1892.701,1883.875,89.0099009901
383,CO,1893.772,1892.701,89.2821782178
384,A,1902.592,1893.772,89.5544554455
385,CL,1903.701,1902.592,89.8267326733
386,A,1912.517,1903.701,90.099009901
387,CO,1913.576,1912.517,90.3712871287
388,A,1922.395,1913.576,90.6435643564
389,CL,1923.51,1922.395,90.9158415842
390,A,1932.331,1923.51,91.1881188119
391,CO,1933.383,1932.331,91.4603960396
392,A,1942.221,1933.383,91.7326732673
393,CL,1943.325,1942.221,92.004950495
394,A,1952.145,1943.325,92.2772277228
395,CO,1953.189,1952.145,92.5495049505
396,A,1962.003,1953.189,92.8217821782
397,CL,1963.144,1962.003,93.0940594059
398,A,1971.956,1963.144,93.3663366337
399,CO,1973.007,1971.956,93.6386138614
400,A,1981.809,1973.007,93.9108910891
401,CL,1982.951,1981.809,94.1831683168
402,A,1991.797,1982.951,94.4554455446
403,CO,1992.813,1991.797,94.7277227723
404,A,2001.657,1992.813,95.0
