index,cut_type,end_time,start_time,tool_wear
215,CO,198.384,198.215,45.1953125
216,A,198.79,198.384,45.3125
217,CL,204.829,198.79,45.4296875
218,A,213.63,204.829,45.546875
219,CO,213.691,213.63,45.6640625
220,A,213.977,213.691,45.78125
221,CL,214.053,213.977,45.8984375
222,A,214.055,214.053,46.015625
223,CO,214.057,214.055,46.1328125
224,A,214.058,214.057,46.25
225,CL,214.059,214.058,46.3671875
226,A,214.06,214.059,46.484375
227,CO,214.061,214.06,46.6015625
228,A,233.786,214.061,46.71875
229,CL,233.787,233.786,46.8359375
230,A,233.79,233.787,46.953125
231,CO,233.874,233.79,47.0703125
232,A,253.259,233.874,47.1875
233,CL,253.263,253.259,47.3046875
234,A,253.276,253.263,47.421875
235,CO,253.295,253.276,47.5390625
236,A,253.296,253.295,47.65625
237,CL,253.299,253.296,47.7734375
238,A,253.3,253.299,47.890625
239,CO,253.303,253.3,48.0078125
240,A,253.626,253.303,48.125
241,CL,253.628,253.626,48.2421875
242,A,253.629,253.628,48.359375
243,CO,253.631,253.629,48.4765625
244,A,253.632,253.631,48.59375
245,CL,253.633,253.632,48.7109375
246,A,253.634,253.633,48.828125
247,CO,253.679,253.634,48.9453125
248,A,273.36,253.679,49.0625
249,CL,273.364,273.36,49.1796875
250,A,273.368,273.364,49.296875
251,CO,273.391,273.368,49.4140625
252,A,273.409,273.391,49.53125
253,CL,273.518,273.409,49.6484375
254,A,283.795,273.518,49.765625
255,CO,283.796,283.795,49.8828125
256,A,292.824,283.796,50.0
257,CL,292.94,292.824,50.1171875
258,A,293.279,292.94,50.234375
259,CO,293.28,293.279,50.3515625
260,A,293.285,293.28,50.46875
261,CL,293.296,293.285,50.5859375
262,A,303.447,293.296,50.703125
263,CO,303.448,303.447,50.8203125
264,A,303.454,303.448,50.9375
265,CL,303.632,303.454,51.0546875
266,A,313.081,303.632,51.171875
267,CO,313.119,313.081,51.2890625
268,A,313.574,313.119,51.40625
269,CL,313.577,313.574,51.5234375
270,A,313.591,313.577,51.640625
271,CO,313.593,313.591,51.7578125
272,A,332.52,313.593,51.875
273,CL,332.537,332.52,51.9921875
274,A,332.827,332.537,52.109375
275,CO,332.958,332.827,52.2265625
276,A,332.998,332.958,52.34375
277,CL,333.365,332.998,52.4609375
278,A,352.322,333.365,52.578125
279,CO,352.327,352.322,52.6953125
280,A,352.344,352.327,52.8125
281,CL,352.346,352.344,52.9296875
282,A,352.35,352.346,53.046875
283,CO,352.351,352.35,53.1640625
284,A,352.352,352.351,53.28125
285,CL,352.359,352.352,53.3984375
286,A,352.371,352.359,53.515625
287,CO,352.372,352.371,53.6328125
288,A,352.623,352.372,53.75
289,CL,352.625,352.623,53.8671875
290,A,352.639,352.625,53.984375
291,CO,352.64,352.639,54.1015625
292,A,352.65,352.64,54.21875
293,CL,352.656,352.65,54.3359375
294,A,352.657,352.656,54.453125
295,CO,352.777,352.657,54.5703125
296,A,352.782,352.777,54.6875
297,CL,352.784,352.782,54.8046875
298,A,352.794,352.784,54.921875
299,CO,353.047,352.794,55.0390625
300,A,353.048,353.047,55.15625
301,CL,353.049,353.048,55.2734375
302,A,362.942,353.049,55.390625
303,CO,363.311,362.942,55.5078125
304,A,372.512,363.311,55.625
305,CL,372.513,372.512,55.7421875
306,A,372.522,372.513,55.859375
307,CO,372.558,372.522,55.9765625
308,A,382.623,372.558,56.09375
309,CL,382.625,382.623,56.2109375
310,A,382.626,382.625,56.328125
311,CO,383.13,382.626,56.4453125
312,A,392.818,383.13,56.5625
313,CL,392.83,392.818,56.6796875
314,A,392.834,392.83,56.796875
315,CO,392.838,392.834,56.9140625
316,A,402.38,392.838,57.03125
317,CL,405.421,402.38,57.1484375
318,A,414.121,405.421,57.265625
319,CO,414.281,414.121,57.3828125
320,A,414.555,414.281,57.5
321,CL,414.653,414.555,57.6171875
322,A,424.146,414.653,57.734375
323,CO,424.147,424.146,57.8515625
324,A,424.148,424.147,57.96875
325,CL,424.158,424.148,58.0859375
326,A,424.165,424.158,58.203125
327,CO,424.33,424.165,58.3203125
328,A,424.335,424.33,58.4375
329,CL,424.357,424.335,58.5546875
330,A,424.434,424.357,58.671875
331,CO,424.438,424.434,58.7890625
332,A,424.439,424.438,58.90625
333,CL,424.44,424.439,59.0234375
334,A,424.469,424.44,59.140625
335,CO,424.53,424.469,59.2578125
336,A,433.98,424.53,59.375
337,CL,433.996,433.98,59.4921875
338,A,434.006,433.996,59.609375
339,CO,434.007,434.006,59.7265625
340,A,434.008,434.007,59.84375
341,CL,434.011,434.008,59.9609375
342,A,434.014,434.011,60.078125
343,CO,434.048,434.014,60.1953125
344,A,434.051,434.048,60.3125
345,CL,434.061,434.051,60.4296875
346,A,434.364,434.061,60.546875
347,CO,434.365,434.364,60.6640625
348,A,434.366,434.365,60.78125
349,CL,434.452,434.366,60.8984375
350,A,443.948,434.452,61.015625
351,CO,444.367,443.948,61.1328125
352,A,453.759,444.367,61.25
353,CL,454.402,453.759,61.3671875
354,A,463.865,454.402,61.484375
355,CO,464.179,463.865,61.6015625
356,A,473.602,464.179,61.71875
357,CL,474.115,473.602,61.8359375
358,A,483.583,474.115,61.953125
359,CO,483.982,483.583,62.0703125
360,A,484.346,483.982,62.1875
361,CL,484.381,484.346,62.3046875
362,A,493.405,484.381,62.421875
363,CO,493.913,493.405,62.5390625
364,A,503.673,493.913,62.65625
365,CL,503.674,503.673,62.7734375
366,A,503.677,503.674,62.890625
367,CO,503.678,503.677,63.0078125
368,A,503.68,503.678,63.125
369,CL,503.681,503.68,63.2421875
370,A,503.682,503.681,63.359375
371,CO,503.803,503.682,63.4765625
372,A,503.894,503.803,63.59375
373,CL,504.309,503.894,63.7109375
374,A,504.311,504.309,63.828125
375,CO,504.313,504.311,63.9453125
376,A,513.215,504.313,64.0625
377,CL,513.463,513.215,64.1796875
378,A,513.473,513.463,64.296875
379,CO,513.474,513.473,64.4140625
380,A,513.478,513.474,64.53125
381,CL,513.512,513.478,64.6484375
382,A,513.539,513.512,64.765625
383,CO,513.71,513.539,64.8828125
384,A,523.265,513.71,65.0
385,CL,523.428,523.265,65.1171875
386,A,523.429,523.428,65.234375
387,CO,523.43,523.429,65.3515625
388,A,523.546,523.43,65.46875
389,CL,523.547,523.546,65.5859375
390,A,523.548,523.547,65.703125
391,CO,523.617,523.548,65.8203125
392,A,523.625,523.617,65.9375
393,CL,523.626,523.625,66.0546875
394,A,523.627,523.626,66.171875
395,CO,523.631,523.627,66.2890625
396,A,523.634,523.631,66.40625
397,CL,523.636,523.634,66.5234375
398,A,523.68,523.636,66.640625
399,CO,523.685,523.68,66.7578125
400,A,523.7,523.685,66.875
401,CL,523.703,523.7,66.9921875
402,A,523.706,523.703,67.109375
403,CO,523.712,523.706,67.2265625
404,A,523.713,523.712,67.34375
405,CL,523.985,523.713,67.4609375
406,A,523.986,523.985,67.578125
407,CO,523.991,523.986,67.6953125
408,A,523.995,523.991,67.8125
409,CL,523.999,523.995,67.9296875
410,A,524.0,523.999,68.046875
411,CO,524.001,524.0,68.1640625
412,A,533.014,524.001,68.28125
413,CL,533.555,533.014,68.3984375
414,A,533.556,533.555,68.515625
415,CO,533.573,533.556,68.6328125
416,A,533.576,533.573,68.75
417,CL,533.853,533.576,68.8671875
418,A,543.079,533.853,68.984375
419,CO,543.084,543.079,69.1015625
420,A,543.294,543.084,69.21875
421,CL,543.419,543.294,69.3359375
422,A,552.809,543.419,69.453125
423,CO,553.02,552.809,69.5703125
424,A,553.25,553.02,69.6875
425,CL,553.344,553.25,69.8046875
426,A,553.346,553.344,69.921875
427,CO,553.352,553.346,70.0390625
428,A,553.413,553.352,70.15625
429,CL,553.722,553.413,70.2734375
430,A,562.91,553.722,70.390625
431,CO,562.971,562.91,70.5078125
432,A,562.972,562.971,70.625
433,CL,562.973,562.972,70.7421875
434,A,562.976,562.973,70.859375
435,CO,562.979,562.976,70.9765625
436,A,562.996,562.979,71.09375
437,CL,562.997,562.996,71.2109375
438,A,563.045,562.997,71.328125
439,CO,563.049,563.045,71.4453125
440,A,563.053,563.049,71.5625
441,CL,563.065,563.053,71.6796875
442,A,563.068,563.065,71.796875
443,CO,563.07,563.068,71.9140625
444,A,563.071,563.07,72.03125
445,CL,563.076,563.071,72.1484375
446,A,563.077,563.076,72.265625
447,CO,563.079,563.077,72.3828125
448,A,563.081,563.079,72.5
449,CL,563.089,563.081,72.6171875
450,A,563.09,563.089,72.734375
451,CO,563.091,563.09,72.8515625
452,A,563.103,563.091,72.96875
453,CL,563.108,563.103,73.0859375
454,A,563.11,563.108,73.203125
455,CO,563.244,563.11,73.3203125
456,A,563.5,563.244,73.4375
457,CL,563.504,563.5,73.5546875
458,A,563.506,563.504,73.671875
459,CO,563.905,563.506,73.7890625
460,A,572.651,563.905,73.90625
461,CL,572.975,572.651,74.0234375
462,A,572.979,572.975,74.140625
463,CO,572.981,572.979,74.2578125
464,A,572.99,572.981,74.375
465,CL,572.991,572.99,74.4921875
466,A,572.992,572.991,74.609375
467,CO,572.993,572.992,74.7265625
468,A,572.994,572.993,74.84375
469,CL,573.544,572.994,74.9609375
470,A,573.545,573.544,75.078125
471,CO,573.546,573.545,75.1953125
472,A,573.547,573.546,75.3125
473,CL,573.555,573.547,75.4296875
474,A,573.559,573.555,75.546875
475,CO,573.582,573.559,75.6640625
476,A,573.594,573.582,75.78125
477,CL,573.604,573.594,75.8984375
478,A,582.714,573.604,76.015625
479,CO,582.854,582.714,76.1328125
480,A,582.957,582.854,76.25
481,CL,582.964,582.957,76.3671875
482,A,582.968,582.964,76.484375
483,CO,583.055,582.968,76.6015625
484,A,583.12,583.055,76.71875
485,CL,583.68,583.12,76.8359375
486,A,592.539,583.68,76.953125
487,CO,592.551,592.539,77.0703125
488,A,592.557,592.551,77.1875
489,CL,592.601,592.557,77.3046875
490,A,592.604,592.601,77.421875
491,CO,592.727,592.604,77.5390625
492,A,592.73,592.727,77.65625
493,CL,592.732,592.73,77.7734375
494,A,592.753,592.732,77.890625
495,CO,592.961,592.753,78.0078125
496,A,593.373,592.961,78.125
497,CL,593.549,593.373,78.2421875
498,A,602.406,593.549,78.359375
499,CO,602.407,602.406,78.4765625
500,A,602.408,602.407,78.59375
501,CL,602.605,602.408,78.7109375
502,A,602.606,602.605,78.828125
503,CO,602.608,602.606,78.9453125
504,A,602.611,602.608,79.0625
505,CL,602.614,602.611,79.1796875
506,A,602.618,602.614,79.296875
507,CO,602.657,602.618,79.4140625
508,A,602.78,602.657,79.53125
509,CL,602.894,602.78,79.6484375
510,A,602.899,602.894,79.765625
511,CO,602.902,602.899,79.8828125
512,A,602.904,602.902,80.0
