index,cut_type,end_time,start_time,tool_wear
89,CL,640.244,638.624,15.5784469097
90,A,652.963,640.244,15.6973058637
91,CO,654.615,652.963,15.8161648177
92,A,666.788,654.615,15.9350237718
93,CL,668.22,666.788,16.0538827258
94,A,680.661,668.22,16.1727416799
95,CO,682.1,680.661,16.2916006339
96,A,695.294,682.1,16.410459588
97,CL,696.865,695.294,16.529318542
98,A,709.262,696.865,16.648177496
99,CO,710.829,709.262,16.7670364501
100,A,723.868,710.829,16.8858954041
101,CL,725.509,723.868,17.0047543582
102,A,738.214,725.509,17.1236133122
103,CO,739.845,738.214,17.2424722662
104,A,753.081,739.845,17.3613312203
105,CL,754.734,753.081,17.4801901743
106,A,767.432,754.734,17.5990491284
107,CO,768.935,767.432,17.7179080824
108,A,782.073,768.935,17.8367670365
109,CL,783.716,782.073,17.9556259905
110,A,796.767,783.716,18.0744849445
111,CO,798.427,796.767,18.1933438986
112,A,811.639,798.427,18.3122028526
113,CL,812.943,811.639,18.4310618067
114,A,825.605,812.943,18.5499207607
115,CO,827.207,825.605,18.6687797147
116,A,840.227,827.207,18.7876386688
117,CL,841.848,840.227,18.9064976228
118,A,854.833,841.848,19.0253565769
119,CO,856.467,854.833,19.1442155309
120,A,869.67,856.467,19.2630744849
121,CL,873.575,869.67,19.381933439
122,A,886.447,873.575,19.500792393
123,CO,887.96,886.447,19.6196513471
124,A,900.352,887.96,19.7385103011
125,CL,902.008,900.352,19.8573692552
126,A,914.606,902.008,19.9762282092
127,CO,916.254,914.606,20.1901743265
128,A,928.597,916.254,20.4278922345
129,CL,930.208,928.597,20.6656101426
130,A,943.139,930.208,20.9033280507
131,CO,944.812,943.139,21.1410459588
132,A,957.737,944.812,21.3787638669
133,CL,959.362,957.737,21.616481775
134,A,971.85,959.362,21.854199683
135,CO,973.445,971.85,22.0919175911
136,A,986.18,973.445,22.3296354992
137,CL,986.181,986.18,22.5673534073
138,A,986.183,986.181,22.8050713154
139,CO,987.697,986.183,23.0427892235
140,A,999.456,987.697,23.2805071315
141,CL,1000.597,999.456,23.5182250396
142,A,1008.89,1000.597,23.7559429477
143,CO,1010.358,1008.89,23.9936608558
144,A,1022.107,1010.358,24.2313787639
145,CL,1023.737,1022.107,24.4690966719
146,A,1036.668,1023.737,24.70681458
147,CO,1038.081,1036.668,24.9445324881
148,A,1050.542,1038.081,25.1822503962
149,CL,1051.623,1050.542,25.4199683043
150,A,1062.733,1051.623,25.6576862124
151,CO,1064.302,1062.733,25.8954041204
152,A,1076.349,1064.302,26.1331220285
153,CL,1077.904,1076.349,26.3708399366
154,A,1091.177,1077.904,26.6085578447
155,CO,1092.68,1091.177,26.8462757528
156,A,1105.612,1092.68,27.0839936609
157,CL,1107.204,1105.612,27.3217115689
158,A,1119.917,1107.204,27.559429477
159,CO,1119.918,1119.917,27.7971473851
160,A,1119.919,1119.918,28.0348652932
161,CL,1121.291,1119.919,28.2725832013
162,A,1133.739,1121.291,28.5103011094
163,CO,1135.287,1133.739,28.7480190174
164,A,1148.328,1135.287,28.9857369255
165,CL,1149.451,1148.328,29.2234548336
166,A,1162.492,1149.451,29.4611727417
167,CO,1164.062,1162.492,29.6988906498
168,A,1176.113,1164.062,29.9366085578
169,CL,1177.73,1176.113,30.0522979398
170,A,1190.92,1177.73,30.1236133122
171,CO,1192.564,1190.92,30.1949286846
172,A,1205.277,1192.564,30.2662440571
173,CL,1206.952,1205.277,30.3375594295
174,A,1220.138,1206.952,30.4088748019
175,CO,1220.139,1220.138,30.4801901743
176,A,1220.14,1220.139,30.5515055468
177,CL,1221.776,1220.14,30.6228209192
178,A,1234.535,1221.776,30.6941362916
179,CO,1234.536,1234.535,30.765451664
180,A,1234.542,1234.536,30.8367670365
181,CL,1236.177,1234.542,30.9080824089
182,A,1249.133,1236.177,30.9793977813
183,CO,1250.716,1249.133,31.0507131537
184,A,1263.494,1250.716,31.1220285261
185,CL,1265.106,1263.494,31.1933438986
186,A,1277.878,1265.106,31.264659271
187,CO,1279.528,1277.878,31.3359746434
188,A,1292.723,1279.528,31.4072900158
189,CL,1294.33,1292.723,31.4786053883
190,A,1306.087,1294.33,31.5499207607
191,CO,1306.916,1306.087,31.6212361331
192,A,1320.05,1306.916,31.6925515055
193,CL,1321.722,1320.05,31.763866878
194,A,1334.593,1321.722,31.8351822504
195,CO,1336.248,1334.593,31.9064976228
196,A,1348.934,1336.248,31.9778129952
197,CL,1350.58,1348.934,32.0491283677
198,A,1363.613,1350.58,32.1204437401
199,CO,1364.856,1363.613,32.1917591125
200,A,1377.91,1364.856,32.2630744849
201,CL,1379.58,1377.91,32.3343898574
202,A,1391.95,1379.58,32.4057052298
203,CO,1393.553,1391.95,32.4770206022
204,A,1406.198,1393.553,32.5483359746
205,CL,1407.859,1406.198,32.6196513471
206,A,1421.036,1407.859,32.6909667195
207,CO,1422.682,1421.036,32.7622820919
208,A,1435.42,1422.682,32.8335974643
209,CL,1439.154,1435.42,32.9049128368
210,A,1440.569,1439.154,32.9762282092
211,CO,1441.085,1440.569,33.0158478605
212,A,1452.642,1441.085,33.0396196513
213,CL,1452.643,1452.642,33.0633914422
214,A,1452.644,1452.643,33.087163233
215,CO,1454.329,1452.644,33.1109350238
216,A,1467.418,1454.329,33.1347068146
217,CL,1469.112,1467.418,33.1584786054
218,A,1481.274,1469.112,33.1822503962
219,CO,1482.727,1481.274,33.206022187
220,A,1495.76,1482.727,33.2297939778
221,CL,1497.453,1495.76,33.2535657686
222,A,1510.19,1497.453,33.2773375594
223,CO,1511.842,1510.19,33.3011093502
224,A,1525.012,1511.842,33.324881141
225,CL,1526.706,1525.012,33.3486529319
226,A,1539.457,1526.706,33.3724247227
227,CO,1541.1,1539.457,33.3961965135
228,A,1553.481,1541.1,33.4199683043
229,CL,1554.955,1553.481,33.4437400951
230,A,1567.956,1554.955,33.4675118859
231,CO,1569.629,1567.956,33.4912836767
232,A,1582.842,1569.629,33.5150554675
233,CL,1584.443,1582.842,33.5388272583
234,A,1597.338,1584.443,33.5625990491
235,CO,1598.991,1597.338,33.5863708399
236,A,1611.989,1598.991,33.6101426307
237,CL,1611.99,1611.989,33.6339144216
238,A,1611.991,1611.99,33.6576862124
239,CO,1613.676,1611.991,33.6814580032
240,A,1625.634,1613.676,33.705229794
241,CL,1627.321,1625.634,33.7290015848
242,A,1639.017,1627.321,33.7527733756
243,CO,1640.633,1639.017,33.7765451664
244,A,1653.428,1640.633,33.8003169572
245,CL,1655.082,1653.428,33.824088748
246,A,1667.709,1655.082,33.8478605388
247,CO,1669.396,1667.709,33.8716323296
248,A,1682.558,1669.396,33.8954041204
249,CL,1684.208,1682.558,33.9191759113
250,A,1697.169,1684.208,33.9429477021
251,CO,1698.824,1697.169,33.9667194929
252,A,1712.016,1698.824,33.9904912837
253,CL,1713.66,1712.016,34.0142630745
254,A,1713.662,1713.66,34.0380348653
255,CO,1713.663,1713.662,34.0618066561
256,A,1726.098,1713.663,34.0855784469
257,CL,1727.069,1726.098,34.1093502377
258,A,1739.268,1727.069,34.1331220285
259,CO,1740.867,1739.268,34.1568938193
260,A,1753.848,1740.867,34.1806656101
261,CL,1755.575,1753.848,34.204437401
262,A,1768.248,1755.575,34.2282091918
263,CO,1769.813,1768.248,34.2519809826
264,A,1782.531,1769.813,34.2757527734
265,CL,1784.149,1782.531,34.2995245642
266,A,1797.282,1784.149,34.323296355
267,CO,1798.859,1797.282,34.3470681458
268,A,1811.57,1798.859,34.3708399366
269,CL,1813.265,1811.57,34.3946117274
270,A,1826.355,1813.265,34.4183835182
271,CO,1827.727,1826.355,34.442155309
272,A,1840.252,1827.727,34.4659270998
273,CL,1841.894,1840.252,34.4896988906
274,A,1854.705,1841.894,34.5134706815
275,CO,1856.329,1854.705,34.5372424723
276,A,1869.335,1856.329,34.5610142631
277,CL,1870.86,1869.335,34.5847860539
278,A,1883.488,1870.86,34.6085578447
279,CO,1885.005,1883.488,34.6323296355
280,A,1897.947,1885.005,34.6561014263
281,CL,1899.656,1897.947,34.6798732171
282,A,1912.28,1899.656,34.7036450079
283,CO,1913.955,1912.28,34.7274167987
284,A,1927.126,1913.955,34.7511885895
285,CL,1928.81,1927.126,34.7749603803
286,A,1941.619,1928.81,34.7987321712
287,CO,1943.298,1941.619,34.822503962
288,A,1955.014,1943.298,34.8462757528
289,CL,1956.376,1955.014,34.8700475436
290,A,1969.106,1956.376,34.8938193344
291,CO,1970.746,1969.106,34.9175911252
292,A,1983.807,1970.746,34.941362916
293,CL,1985.515,1983.807,34.9651347068
294,A,1997.893,1985.515,34.9889064976
295,CO,1999.517,1997.893,35.0126782884
296,A,2011.93,1999.517,35.0364500792
297,CL,2012.661,2011.93,35.06022187
298,A,2025.749,2012.661,35.0839936609
299,CO,2027.437,2025.749,35.1077654517
300,A,2040.161,2027.437,35.1315372425
301,CL,2041.781,2040.161,35.1553090333
302,A,2054.785,2041.781,35.1790808241
303,CO,2056.481,2054.785,35.2028526149
304,A,2069.343,2056.481,35.2266244057
305,CL,2071.07,2069.343,35.2503961965
306,A,2083.936,2071.07,35.2741679873
307,CO,2085.42,2083.936,35.2979397781
308,A,2097.807,2085.42,35.3217115689
309,CL,2099.517,2097.807,35.3454833597
310,A,2112.025,2099.517,35.3692551506
311,CO,2113.726,2112.025,35.3930269414
312,A,2126.369,2113.726,35.4167987322
313,CL,2127.934,2126.369,35.440570523
314,A,2140.751,2127.934,35.4643423138
315,CO,2142.459,2140.751,35.4881141046
316,A,2155.636,2142.459,35.5118858954
317,CL,2157.209,2155.636,35.5356576862
318,A,2169.919,2157.209,35.559429477
319,CO,2171.259,2169.919,35.5832012678
320,A,2184.202,2171.259,35.6069730586
321,CL,2185.729,2184.202,35.6307448494
322,A,2198.761,2185.729,35.6545166403
323,CO,2200.352,2198.761,35.6782884311
324,A,2213.054,2200.352,35.7020602219
325,CL,2214.749,2213.054,35.7258320127
326,A,2227.426,2214.749,35.7496038035
327,CO,2229.128,2227.426,35.7733755943
328,A,2241.279,2229.128,35.7971473851
329,CL,2243.012,2241.279,35.8209191759
330,A,2255.462,2243.012,35.8446909667
331,CO,2257.131,2255.462,35.8684627575
332,A,2269.257,2257.131,35.8922345483
333,CL,2270.753,2269.257,35.9160063391
334,A,2282.275,2270.753,35.93977813
335,CO,2283.877,2282.275,35.9635499208
336,A,2296.57,2283.877,35.9873217116
337,CL,2298.409,2296.57,36.0221870048
338,A,2310.687,2298.409,36.0697305864
339,CO,2312.366,2310.687,36.117274168
340,A,2325.525,2312.366,36.1648177496
341,CL,2327.267,2325.525,36.2123613312
342,A,2339.934,2327.267,36.2599049128
343,CO,2341.648,2339.934,36.3074484945
344,A,2353.442,2341.648,36.3549920761
345,CL,2355.128,2353.442,36.4025356577
346,A,2367.727,2355.128,36.4500792393
347,CO,2369.441,2367.727,36.4976228209
348,A,2382.278,2369.441,36.5451664025
349,CL,2383.965,2382.278,36.5927099842
350,A,2396.8,2383.965,36.6402535658
351,CO,2398.52,2396.8,36.6877971474
352,A,2411.145,2398.52,36.735340729
353,CL,2412.865,2411.145,36.7828843106
354,A,2425.468,2412.865,36.8304278922
355,CO,2427.061,2425.468,36.8779714739
356,A,2440.075,2427.061,36.9255150555
357,CL,2441.778,2440.075,36.9730586371
358,A,2454.89,2441.778,37.0206022187
359,CO,2456.366,2454.89,37.0681458003
360,A,2468.69,2456.366,37.1156893819
361,CL,2470.429,2468.69,37.1632329635
362,A,2483.333,2470.429,37.2107765452
363,CO,2484.793,2483.333,37.2583201268
364,A,2497.628,2484.793,37.3058637084
365,CL,2499.333,2497.628,37.35340729
366,A,2512.446,2499.333,37.4009508716
367,CO,2514.138,2512.446,37.4484944532
368,A,2526.964,2514.138,37.4960380349
369,CL,2528.43,2526.964,37.5435816165
370,A,2541.314,2528.43,37.5911251981
371,CO,2542.981,2541.314,37.6386687797
372,A,2556.044,2542.981,37.6862123613
373,CL,2557.418,2556.044,37.7337559429
374,A,2570.171,2557.418,37.7812995246
375,CO,2571.868,2570.171,37.8288431062
376,A,2582.976,2571.868,37.8763866878
377,CL,2584.255,2582.976,37.9239302694
378,A,2596.768,2584.255,37.971473851
379,CO,2598.382,2596.768,38.0190174326
380,A,2610.274,2598.382,38.0665610143
381,CL,2612.093,2610.274,38.1141045959
382,A,2624.297,2612.093,38.1616481775
383,CO,2626.087,2624.297,38.2091917591
384,A,2637.913,2626.087,38.2567353407
385,CL,2639.721,2637.913,38.3042789223
386,A,2651.679,2639.721,38.351822504
387,CO,2653.527,2651.679,38.3993660856
388,A,2664.972,2653.527,38.4469096672
389,CL,2666.812,2664.972,38.4944532488
390,A,2678.754,2666.812,38.5419968304
391,CO,2680.513,2678.754,38.589540412
392,A,2692.539,2680.513,38.6370839937
393,CL,2693.395,2692.539,38.6846275753
394,A,2705.526,2693.395,38.7321711569
395,CO,2707.323,2705.526,38.7797147385
396,A,2719.634,2707.323,38.8272583201
397,CL,2721.417,2719.634,38.8748019017
398,A,2732.969,2721.417,38.9223454834
399,CO,2734.676,2732.969,38.969889065
400,A,2747.167,2734.676,39.0174326466
401,CL,2748.735,2747.167,39.0649762282
402,A,2759.922,2748.735,39.1125198098
403,CO,2761.575,2759.922,39.1600633914
404,A,2773.411,2761.575,39.2076069731
405,CL,2775.046,2773.411,39.2551505547
406,A,2787.492,2775.046,39.3026941363
407,CO,2789.222,2787.492,39.3502377179
408,A,2801.291,2789.222,39.3977812995
409,CL,2803.022,2801.291,39.4453248811
410,A,2815.347,2803.022,39.4928684628
411,CO,2817.097,2815.347,39.5404120444
412,A,2829.218,2817.097,39.587955626
413,CL,2831.008,2829.218,39.6354992076
414,A,2843.352,2831.008,39.6830427892
415,CO,2845.098,2843.352,39.7305863708
416,A,2856.946,2845.098,39.7781299525
417,CL,2860.008,2856.946,39.8256735341
418,A,2871.342,2860.008,39.8732171157
419,CO,2872.916,2871.342,39.9207606973
420,A,2885.228,2872.916,39.9683042789
421,CL,2886.975,2885.228,40.0237717908
422,A,2899.068,2886.975,40.0950871632
423,CO,2900.732,2899.068,40.1664025357
424,A,2912.893,2900.732,40.2377179081
425,CL,2914.564,2912.893,40.3090332805
426,A,2926.751,2914.564,40.3803486529
427,CO,2928.53,2926.751,40.4516640254
428,A,2941.239,2928.53,40.5229793978
429,CL,2942.94,2941.239,40.5942947702
430,A,2955.099,2942.94,40.6656101426
431,CO,2955.1,2955.099,40.7369255151
432,A,2955.103,2955.1,40.8082408875
433,CL,2956.862,2955.103,40.8795562599
434,A,2969.085,2956.862,40.9508716323
435,CO,2970.782,2969.085,41.0221870048
436,A,2982.613,2970.782,41.0935023772
437,CL,2984.048,2982.613,41.1648177496
438,A,2995.755,2984.048,41.236133122
439,CO,2997.485,2995.755,41.3074484945
440,A,3009.701,2997.485,41.3787638669
441,CL,3011.206,3009.701,41.4500792393
442,A,3023.066,3011.206,41.5213946117
443,CO,3024.62,3023.066,41.5927099842
444,A,3037.136,3024.62,41.6640253566
445,CL,3038.848,3037.136,41.735340729
446,A,3050.119,3038.848,41.8066561014
447,CO,3051.841,3050.119,41.8779714739
448,A,3064.55,3051.841,41.9492868463
449,CL,3066.282,3064.55,42.0206022187
450,A,3078.142,3066.282,42.0919175911
451,CO,3079.875,3078.142,42.1632329635
452,A,3091.708,3079.875,42.234548336
453,CL,3093.333,3091.708,42.3058637084
454,A,3105.491,3093.333,42.3771790808
455,CO,3106.99,3105.491,42.4484944532
456,A,3118.56,3106.99,42.5198098257
457,CL,3120.227,3118.56,42.5911251981
458,A,3132.293,3120.227,42.6624405705
459,CO,3135.855,3132.293,42.7337559429
460,A,3137.795,3135.855,42.8050713154
461,CL,3147.083,3137.795,42.8763866878
462,A,3159.185,3147.083,42.9477020602
463,CO,3160.867,3159.185,43.0190174326
464,A,3173.81,3160.867,43.0903328051
465,CL,3175.568,3173.81,43.1616481775
466,A,3188.286,3175.568,43.2329635499
467,CO,3189.804,3188.286,43.3042789223
468,A,3202.221,3189.804,43.3755942948
469,CL,3202.227,3202.221,43.4469096672
470,A,3202.229,3202.227,43.5182250396
471,CO,3203.95,3202.229,43.589540412
472,A,3216.835,3203.95,43.6608557845
473,CL,3218.6,3216.835,43.7321711569
474,A,3231.641,3218.6,43.8034865293
475,CO,3233.381,3231.641,43.8748019017
476,A,3243.665,3233.381,43.9461172742
477,CL,3245.47,3243.665,44.0174326466
478,A,3258.5,3245.47,44.088748019
479,CO,3260.237,3258.5,44.1600633914
480,A,3272.975,3260.237,44.2313787639
481,CL,3274.608,3272.975,44.3026941363
482,A,3286.989,3274.608,44.3740095087
483,CO,3288.715,3286.989,44.4453248811
484,A,3300.976,3288.715,44.5166402536
485,CL,3302.735,3300.976,44.587955626
486,A,3315.286,3302.735,44.6592709984
487,CO,3316.799,3315.286,44.7305863708
488,A,3328.994,3316.799,44.8019017433
489,CL,3330.577,3328.994,44.8732171157
490,A,3342.899,3330.577,44.9445324881
491,CO,3344.675,3342.899,45.0158478605
492,A,3356.675,3344.675,45.087163233
493,CL,3358.449,3356.675,45.1584786054
494,A,3370.789,3358.449,45.2297939778
495,CO,3372.565,3370.789,45.3011093502
496,A,3384.97,3372.565,45.3724247227
497,CL,3386.68,3384.97,45.4437400951
498,A,3399.018,3386.68,45.5150554675
499,CO,3400.755,3399.018,45.5863708399
500,A,3413.155,3400.755,45.6576862124
501,CL,3414.937,3413.155,45.7290015848
502,A,3427.55,3414.937,45.8003169572
503,CO,3429.845,3427.55,45.8716323296
504,A,3442.077,3429.845,45.9429477021
505,CL,3443.875,3442.077,46.0142630745
506,A,3456.476,3443.875,46.0855784469
507,CO,3458.269,3456.476,46.1568938193
508,A,3470.073,3458.269,46.2282091918
509,CL,3471.89,3470.073,46.2995245642
510,A,3484.148,3471.89,46.3708399366
511,CO,3485.898,3484.148,46.442155309
512,A,3497.749,3485.898,46.5134706815
513,CL,3499.216,3497.749,46.5847860539
514,A,3511.499,3499.216,46.6561014263
515,CO,3513.214,3511.499,46.7274167987
516,A,3525.105,3513.214,46.7987321712
517,CL,3526.527,3525.105,46.8700475436
518,A,3538.832,3526.527,46.941362916
519,CO,3540.447,3538.832,47.0126782884
520,A,3552.934,3540.447,47.0839936609
521,CL,3554.768,3552.934,47.1553090333
522,A,3567.014,3554.768,47.2266244057
523,CO,3568.873,3567.014,47.2979397781
524,A,3580.401,3568.873,47.3692551506
525,CL,3582.231,3580.401,47.440570523
526,A,3594.334,3582.231,47.5118858954
527,CO,3596.188,3594.334,47.5832012678
528,A,3608.363,3596.188,47.6545166403
529,CL,3610.203,3608.363,47.7258320127
530,A,3621.964,3610.203,47.7971473851
531,CO,3623.758,3621.964,47.8684627575
532,A,3635.757,3623.758,47.93977813
533,CL,3637.557,3635.757,48.0110935024
534,A,3649.376,3637.557,48.0824088748
535,CO,3651.185,3649.376,48.1537242472
536,A,3663.645,3651.185,48.2250396197
537,CL,3665.451,3663.645,48.2963549921
538,A,3677.627,3665.451,48.3676703645
539,CO,3679.382,3677.627,48.4389857369
540,A,3691.868,3679.382,48.5103011094
541,CL,3693.445,3691.868,48.5816164818
542,A,3705.868,3693.445,48.6529318542
543,CO,3707.858,3705.868,48.7242472266
544,A,3719.606,3707.858,48.795562599
545,CL,3721.286,3719.606,48.8668779715
546,A,3733.503,3721.286,48.9381933439
547,CO,3735.229,3733.503,49.0095087163
548,A,3747.474,3735.229,49.0808240887
549,CL,3749.186,3747.474,49.1521394612
550,A,3761.845,3749.186,49.2234548336
551,CO,3763.623,3761.845,49.294770206
552,A,3774.904,3763.623,49.3660855784
553,CL,3776.589,3774.904,49.4374009509
554,A,3789.108,3776.589,49.5087163233
555,CO,3790.627,3789.108,49.5800316957
556,A,3802.829,3790.627,49.6513470681
557,CL,3804.425,3802.829,49.7226624406
558,A,3817.17,3804.425,49.793977813
559,CO,3819.008,3817.17,49.8652931854
560,A,3831.429,3819.008,49.9366085578
561,CL,3833.091,3831.429,50.0079239303
562,A,3845.41,3833.091,50.0792393027
563,CO,3847.108,3845.41,50.1505546751
564,A,3859.449,3847.108,50.2218700475
565,CL,3860.997,3859.449,50.29318542
566,A,3873.446,3860.997,50.3645007924
567,CO,3875.242,3873.446,50.4358161648
568,A,3887.978,3875.242,50.5071315372
569,CL,3887.979,3887.978,50.5784469097
570,A,3887.98,3887.979,50.6497622821
571,CO,3889.459,3887.98,50.7210776545
572,A,3901.675,3889.459,50.7923930269
573,CL,3903.422,3901.675,50.8637083994
574,A,3915.996,3903.422,50.9350237718
575,CO,3917.814,3915.996,51.0063391442
576,A,3929.959,3917.814,51.0776545166
577,CL,3931.762,3929.959,51.1489698891
578,A,3944.404,3931.762,51.2202852615
579,CO,3946.2,3944.404,51.2916006339
580,A,3958.152,3946.2,51.3629160063
581,CL,3959.583,3958.152,51.4342313788
582,A,3971.828,3959.583,51.5055467512
583,CO,3973.525,3971.828,51.5768621236
584,A,3986.085,3973.525,51.648177496
585,CL,3988.061,3986.085,51.7194928685
586,A,3999.936,3988.061,51.7908082409
587,CO,4001.524,3999.936,51.8621236133
588,A,4014.322,4001.524,51.9334389857
589,CL,4016.057,4014.322,52.0047543582
590,A,4028.107,4016.057,52.0760697306
591,CO,4029.826,4028.107,52.147385103
592,A,4042.079,4029.826,52.2187004754
593,CL,4043.793,4042.079,52.2900158479
594,A,4054.572,4043.793,52.3613312203
595,CO,4056.317,4054.572,52.4326465927
596,A,4067.612,4056.317,52.5039619651
597,CL,4069.431,4067.612,52.5752773376
598,A,4081.424,4069.431,52.64659271
599,CO,4081.425,4081.424,52.7179080824
600,A,4081.426,4081.425,52.7892234548
601,CL,4083.189,4081.426,52.8605388273
602,A,4095.807,4083.189,52.9318541997
603,CO,4097.524,4095.807,53.0031695721
604,A,4109.684,4097.524,53.0744849445
605,CL,4111.488,4109.684,53.145800317
606,A,4123.716,4111.488,53.2171156894
607,CO,4125.543,4123.716,53.2884310618
608,A,4138.119,4125.543,53.3597464342
609,CL,4139.663,4138.119,53.4310618067
610,A,4151.984,4139.663,53.5023771791
611,CO,4153.656,4151.984,53.5736925515
612,A,4165.159,4153.656,53.6450079239
613,CL,4166.726,4165.159,53.7163232964
614,A,4178.948,4166.726,53.7876386688
615,CO,4180.514,4178.948,53.8589540412
616,A,4193.212,4180.514,53.9302694136
617,CL,4194.901,4193.212,54.0015847861
618,A,4207.403,4194.901,54.0729001585
619,CO,4208.964,4207.403,54.1442155309
620,A,4221.324,4208.964,54.2155309033
621,CL,4223.121,4221.324,54.2868462758
622,A,4235.672,4223.121,54.3581616482
623,CO,4237.277,4235.672,54.4294770206
624,A,4250.038,4237.277,54.500792393
625,CL,4250.039,4250.038,54.5721077655
626,A,4250.04,4250.039,54.6434231379
627,CO,4250.041,4250.04,54.7147385103
628,A,4250.042,4250.041,54.7860538827
629,CL,4251.859,4250.042,54.8573692552
630,A,4264.516,4251.859,54.9286846276
631,CO,4268.307,4264.516,55.0
