index,cut_type,end_time,start_time,tool_wear
106,CO,806.05,793.176,77
107,A,807.699,806.05,77.75
108,CL,820.569,807.699,78.5
109,A,822.317,820.569,79.25
110,CO,835.176,822.317,80
111,A,836.859,835.176,80.25
112,CL,849.695,836.859,80.5
113,A,851.462,849.695,80.75
114,CO,864.332,851.462,81
115,A,866.007,864.332,81.25
116,CL,878.836,866.007,81.5
117,A,880.628,878.836,81.75
118,CO,893.465,880.628,82
119,A,905.49,893.465,82.25
122,CO,918.309,905.49,83.5
123,A,920.081,918.309,83.75
124,CL,932.939,920.081,84
125,A,934.619,932.939,84.25
126,CO,947.422,934.619,84.5
127,A,949.227,947.422,84.75
128,CL,962.078,949.227,85
129,A,963.78,962.078,85.25
130,CO,976.568,963.78,85.5
131,A,978.392,976.568,85.75
132,CL,991.258,978.392,86
133,A,992.92,991.258,86.25
134,CO,1005.718,992.92,86.5
135,A,1007.542,1005.718,86.75
136,CL,1020.374,1007.542,87
137,A,1022.078,1020.374,87.25
138,CO,1034.88,1022.078,87.5
139,A,1036.667,1034.88,87.75
140,CL,1049.541,1036.667,88
141,A,1051.223,1049.541,88.25
142,CO,1064.054,1051.223,88.5
143,A,1065.818,1064.054,88.75
144,CL,1078.705,1065.818,89
145,A,1080.348,1078.705,89.25
146,CO,1093.204,1080.348,89.5
147,A,1094.994,1093.204,89.75
148,CL,1107.843,1094.994,90
149,A,1109.506,1107.843,90.125
150,CO,1122.371,1109.506,90.25
151,A,1124.126,1122.371,90.375
152,CL,1137.012,1124.126,90.5
153,A,1138.666,1137.012,90.625
154,CO,1151.531,1138.666,90.75
155,A,1153.261,1151.531,90.875
156,CL,1166.19,1153.261,91
157,A,1167.82,1166.19,91.125
158,CO,1180.693,1167.82,91.25
159,A,1182.426,1180.693,91.375
160,CL,1195.299,1182.426,91.5
161,A,1200.372,1195.299,91.625
162,CO,1213.173,1200.372,91.75
163,A,1214.952,1213.173,91.875
164,CL,1227.81,1214.952,92
165,A,1229.502,1227.81,92.125
166,CO,1242.315,1229.502,92.25
167,A,1244.113,1242.315,92.375
168,CL,1256.952,1244.113,92.5
169,A,1258.632,1256.952,92.625
170,CO,1271.462,1258.632,92.75
171,A,1273.24,1271.462,92.875
172,CL,1286.136,1273.24,93
173,A,1287.795,1286.136,93.125
174,CO,1300.622,1287.795,93.25
175,A,1302.388,1300.622,93.375
176,CL,1315.272,1302.388,93.5
177,A,1316.961,1315.272,93.625
178,CO,1329.767,1316.961,93.75
179,A,1331.561,1329.767,93.875
180,CL,1344.411,1331.561,94
181,A,1346.077,1344.411,94.125
182,CO,1358.926,1346.077,94.25
183,A,1360.708,1358.926,94.375
184,CL,1373.597,1360.708,94.5
185,A,1375.227,1373.597,94.625
186,CO,1388.068,1375.227,94.75
187,A,1389.839,1388.068,94.875
188,CL,1394.272,1389.839,95
