index,cut_type,end_time,start_time,tool_wear
194,A,814.775,801.717,47.2189349112
195,CO,816.294,814.775,47.3076923077
196,A,829.593,816.294,47.3964497041
197,CL,831.317,829.593,47.4852071006
198,A,831.325,831.317,47.573964497
199,CO,831.326,831.325,47.6627218935
200,A,831.37,831.326,47.7514792899
201,CL,831.404,831.37,47.8402366864
202,A,844.454,831.404,47.9289940828
203,CO,846.224,844.454,48.0177514793
204,A,846.251,846.224,48.1065088757
205,CL,846.26,846.251,48.1952662722
206,A,859.329,846.26,48.2840236686
207,CO,861.136,859.329,48.3727810651
208,A,874.184,861.136,48.4615384615
209,CL,875.947,874.184,48.550295858
210,A,888.292,875.947,48.6390532544
211,CO,890.119,888.292,48.7278106509
212,A,903.162,890.119,48.8165680473
213,CL,904.784,903.162,48.9053254438
214,A,904.938,904.784,48.9940828402
215,CO,904.941,904.938,49.0828402367
216,A,904.944,904.941,49.1715976331
217,CL,904.953,904.944,49.2603550296
218,A,918.022,904.953,49.349112426
219,CO,919.821,918.022,49.4378698225
220,A,919.823,919.821,49.5266272189
221,CL,919.824,919.823,49.6153846154
222,A,932.836,919.824,49.7041420118
223,CO,947.32,932.836,49.7928994083
224,A,960.252,947.32,49.8816568047
225,CL,962.171,960.252,49.9704142012
226,A,975.201,962.171,50.0591715976
227,CO,975.202,975.201,50.1479289941
228,A,975.203,975.202,50.2366863905
229,CL,975.204,975.203,50.325443787
230,A,975.206,975.204,50.4142011834
231,CO,975.21,975.206,50.5029585799
232,A,975.211,975.21,50.5917159763
233,CL,976.798,975.211,50.6804733728
234,A,976.932,976.798,50.7692307692
235,CO,977.014,976.932,50.8579881657
236,A,990.049,977.014,50.9467455621
237,CL,991.885,990.049,51.0355029586
238,A,1004.912,991.885,51.124260355
239,CO,1006.512,1004.912,51.2130177515
240,A,1006.669,1006.512,51.3017751479
241,CL,1006.671,1006.669,51.3905325444
242,A,1006.672,1006.671,51.4792899408
243,CO,1006.751,1006.672,51.5680473373
244,A,1019.765,1006.751,51.6568047337
245,CL,1021.606,1019.765,51.7455621302
246,A,1034.686,1021.606,51.8343195266
247,CO,1036.153,1034.686,51.9230769231
248,A,1049.465,1036.153,52.0118343195
249,CL,1051.261,1049.465,52.100591716
250,A,1064.323,1051.261,52.1893491124
251,CO,1065.946,1064.323,52.2781065089
252,A,1079.075,1065.946,52.3668639053
253,CL,1080.965,1079.075,52.4556213018
254,A,1094.021,1080.965,52.5443786982
255,CO,1095.596,1094.021,52.6331360947
256,A,1108.775,1095.596,52.7218934911
257,CL,1110.697,1108.775,52.8106508876
258,A,1110.698,1110.697,52.899408284
259,CO,1110.701,1110.698,52.9881656805
260,A,1123.777,1110.701,53.0769230769
261,CL,1125.259,1123.777,53.1656804734
262,A,1138.558,1125.259,53.2544378698
263,CO,1140.407,1138.558,53.3431952663
264,A,1153.506,1140.407,53.4319526627
265,CL,1155.041,1153.506,53.5207100592
266,A,1155.233,1155.041,53.6094674556
267,CO,1155.234,1155.233,53.6982248521
268,A,1155.24,1155.234,53.7869822485
269,CL,1155.244,1155.24,53.875739645
270,A,1168.314,1155.244,53.9644970414
271,CO,1170.112,1168.314,54.0532544379
272,A,1170.113,1170.112,54.1420118343
273,CL,1170.115,1170.113,54.2307692308
274,A,1182.901,1170.115,54.3195266272
275,CO,1184.378,1182.901,54.4082840237
276,A,1197.424,1184.378,54.4970414201
277,CL,1199.257,1197.424,54.5857988166
278,A,1212.304,1199.257,54.674556213
279,CO,1213.901,1212.304,54.7633136095
280,A,1227.173,1213.901,54.8520710059
281,CL,1228.873,1227.173,54.9408284024
282,A,1228.931,1228.873,55.0591715976
283,CO,1228.963,1228.931,55.2366863905
284,A,1228.964,1228.963,55.4142011834
285,CL,1228.966,1228.964,55.5917159763
286,A,1228.967,1228.966,55.7692307692
287,CO,1228.97,1228.967,55.9467455621
288,A,1241.257,1228.97,56.124260355
289,CL,1255.682,1241.257,56.3017751479
290,A,1268.601,1255.682,56.4792899408
291,CO,1268.608,1268.601,56.6568047337
292,A,1268.611,1268.608,56.8343195266
293,CL,1270.521,1268.611,57.0118343195
294,A,1283.477,1270.521,57.1893491124
295,CO,1285.183,1283.477,57.3668639053
296,A,1298.173,1285.183,57.5443786982
297,CL,1298.174,1298.173,57.7218934911
298,A,1298.175,1298.174,57.899408284
299,CO,1300.013,1298.175,58.0769230769
300,A,1312.986,1300.013,58.2544378698
301,CL,1314.867,1312.986,58.4319526627
302,A,1327.822,1314.867,58.6094674556
303,CO,1327.824,1327.822,58.7869822485
304,A,1327.83,1327.824,58.9644970414
305,CL,1329.729,1327.83,59.1420118343
306,A,1342.691,1329.729,59.3195266272
307,CO,1344.519,1342.691,59.4970414201
308,A,1357.611,1344.519,59.674556213
309,CL,1359.462,1357.611,59.8520710059
310,A,1372.457,1359.462,60.0295857988
311,CO,1374.168,1372.457,60.2071005917
312,A,1387.205,1374.168,60.3846153846
313,CL,1389.073,1387.205,60.5621301775
314,A,1402.089,1389.073,60.7396449704
315,CO,1403.776,1402.089,60.9171597633
316,A,1403.777,1403.776,61.0946745562
317,CL,1403.785,1403.777,61.2721893491
318,A,1403.789,1403.785,61.449704142
319,CO,1403.8,1403.789,61.6272189349
320,A,1403.875,1403.8,61.8047337278
321,CL,1403.919,1403.875,61.9822485207
322,A,1416.941,1403.919,62.1597633136
323,CO,1418.793,1416.941,62.3372781065
324,A,1431.84,1418.793,62.5147928994
325,CL,1431.843,1431.84,62.6923076923
326,A,1431.845,1431.843,62.8698224852
327,CO,1433.503,1431.845,63.0473372781
328,A,1433.506,1433.503,63.224852071
329,CL,1433.507,1433.506,63.4023668639
330,A,1446.671,1433.507,63.5798816568
331,CO,1448.507,1446.671,63.7573964497
332,A,1461.466,1448.507,63.9349112426
333,CL,1463.28,1461.466,64.1124260355
334,A,1476.413,1463.28,64.2899408284
335,CO,1478.219,1476.413,64.4674556213
336,A,1491.233,1478.219,64.6449704142
337,CL,1491.238,1491.233,64.8224852071
338,A,1491.24,1491.238,65.0
339,CO,1493.008,1491.24,65.0887573964
340,A,1493.01,1493.008,65.1775147929
341,CL,1493.018,1493.01,65.2662721893
342,A,1493.025,1493.018,65.3550295858
343,CO,1493.028,1493.025,65.4437869822
344,A,1506.141,1493.028,65.5325443787
345,CL,1507.92,1506.141,65.6213017751
346,A,1520.252,1507.92,65.7100591716
347,CO,1522.041,1520.252,65.798816568
348,A,1535.076,1522.041,65.8875739645
349,CL,1536.927,1535.076,65.9763313609
350,A,1549.893,1536.927,66.0650887574
351,CO,1555.211,1549.893,66.1538461538
352,A,1568.113,1555.211,66.2426035503
353,CL,1570.025,1568.113,66.3313609467
354,A,1583.013,1570.025,66.4201183432
355,CO,1584.868,1583.013,66.5088757396
356,A,1597.871,1584.868,66.5976331361
357,CL,1597.872,1597.871,66.6863905325
358,A,1597.875,1597.872,66.775147929
359,CO,1599.739,1597.875,66.8639053254
360,A,1612.736,1599.739,66.9526627219
361,CL,1614.577,1612.736,67.0414201183
362,A,1627.57,1614.577,67.1301775148
363,CO,1627.571,1627.57,67.2189349112
364,A,1627.572,1627.571,67.3076923077
365,CL,1629.45,1627.572,67.3964497041
366,A,1642.46,1629.45,67.4852071006
367,CO,1644.33,1642.46,67.573964497
368,A,1657.275,1644.33,67.6627218935
369,CL,1659.18,1657.275,67.7514792899
370,A,1659.181,1659.18,67.8402366864
371,CO,1659.183,1659.181,67.9289940828
372,A,1672.212,1659.183,68.0177514793
373,CL,1674.025,1672.212,68.1065088757
374,A,1674.03,1674.025,68.1952662722
375,CO,1674.032,1674.03,68.2840236686
376,A,1686.871,1674.032,68.3727810651
377,CL,1688.771,1686.871,68.4615384615
378,A,1701.818,1688.771,68.550295858
379,CO,1703.649,1701.818,68.6390532544
380,A,1716.592,1703.649,68.7278106509
381,CL,1718.495,1716.592,68.8165680473
382,A,1731.518,1718.495,68.9053254438
383,CO,1733.281,1731.518,68.9940828402
384,A,1733.283,1733.281,69.0828402367
385,CL,1733.294,1733.283,69.1715976331
386,A,1733.295,1733.294,69.2603550296
387,CO,1733.297,1733.295,69.349112426
388,A,1733.306,1733.297,69.4378698225
389,CL,1733.307,1733.306,69.5266272189
390,A,1746.315,1733.307,69.6153846154
391,CO,1748.214,1746.315,69.7041420118
392,A,1761.231,1748.214,69.7928994083
393,CL,1761.232,1761.231,69.8816568047
394,A,1761.233,1761.232,69.9704142012
395,CO,1762.928,1761.233,70.0591715976
396,A,1776.025,1762.928,70.1479289941
397,CL,1777.92,1776.025,70.2366863905
398,A,1790.962,1777.92,70.325443787
399,CO,1792.791,1790.962,70.4142011834
400,A,1805.773,1792.791,70.5029585799
401,CL,1807.645,1805.773,70.5917159763
402,A,1820.656,1807.645,70.6804733728
403,CO,1822.337,1820.656,70.7692307692
404,A,1822.446,1822.337,70.8579881657
405,CL,1822.451,1822.446,70.9467455621
406,A,1822.453,1822.451,71.0355029586
407,CO,1822.454,1822.453,71.124260355
408,A,1822.456,1822.454,71.2130177515
409,CL,1822.469,1822.456,71.3017751479
410,A,1834.731,1822.469,71.3905325444
411,CO,1836.659,1834.731,71.4792899408
412,A,1849.61,1836.659,71.5680473373
413,CL,1856.09,1849.61,71.6568047337
414,A,1868.679,1856.09,71.7455621302
415,CO,1870.545,1868.679,71.8343195266
416,A,1883.58,1870.545,71.9230769231
417,CL,1885.395,1883.58,72.0118343195
418,A,1898.363,1885.395,72.100591716
419,CO,1900.271,1898.363,72.1893491124
420,A,1913.3,1900.271,72.2781065089
421,CL,1915.154,1913.3,72.3668639053
422,A,1928.064,1915.154,72.4556213018
423,CO,1929.984,1928.064,72.5443786982
424,A,1942.972,1929.984,72.6331360947
425,CL,1944.875,1942.972,72.7218934911
426,A,1957.814,1944.875,72.8106508876
427,CO,1959.713,1957.814,72.899408284
428,A,1972.611,1959.713,72.9881656805
429,CL,1974.519,1972.611,73.0769230769
430,A,1987.482,1974.519,73.1656804734
431,CO,1989.359,1987.482,73.2544378698
432,A,2002.349,1989.359,73.3431952663
433,CL,2004.231,2002.349,73.4319526627
434,A,2017.176,2004.231,73.5207100592
435,CO,2019.079,2017.176,73.6094674556
436,A,2032.049,2019.079,73.6982248521
437,CL,2033.958,2032.049,73.7869822485
438,A,2033.959,2033.958,73.875739645
439,CO,2033.961,2033.959,73.9644970414
440,A,2046.925,2033.961,74.0532544379
441,CL,2048.788,2046.925,74.1420118343
442,A,2061.889,2048.788,74.2307692308
443,CO,2063.662,2061.889,74.3195266272
444,A,2063.665,2063.662,74.4082840237
445,CL,2063.667,2063.665,74.4970414201
446,A,2076.646,2063.667,74.5857988166
447,CO,2078.511,2076.646,74.674556213
448,A,2091.497,2078.511,74.7633136095
449,CL,2093.383,2091.497,74.8520710059
450,A,2106.362,2093.383,74.9408284024
451,CO,2108.236,2106.362,75.0295857988
452,A,2120.562,2108.236,75.1183431953
453,CL,2122.371,2120.562,75.2071005917
454,A,2135.383,2122.371,75.2958579882
455,CO,2137.251,2135.383,75.3846153846
456,A,2150.297,2137.251,75.4733727811
457,CL,2154.901,2150.297,75.5621301775
458,A,2167.827,2154.901,75.650887574
459,CO,2169.702,2167.827,75.7396449704
460,A,2182.691,2169.702,75.8284023669
461,CL,2184.284,2182.691,75.9171597633
462,A,2197.289,2184.284,76.0059171598
463,CO,2199.153,2197.289,76.0946745562
464,A,2212.192,2199.153,76.1834319527
465,CL,2213.955,2212.192,76.2721893491
466,A,2213.978,2213.955,76.3609467456
467,CO,2213.98,2213.978,76.449704142
468,A,2213.981,2213.98,76.5384615385
469,CL,2213.984,2213.981,76.6272189349
470,A,2213.987,2213.984,76.7159763314
471,CO,2213.99,2213.987,76.8047337278
472,A,2213.998,2213.99,76.8934911243
473,CL,2213.999,2213.998,76.9822485207
474,A,2226.989,2213.999,77.0710059172
475,CO,2228.884,2226.989,77.1597633136
476,A,2241.929,2228.884,77.2485207101
477,CL,2243.757,2241.929,77.3372781065
478,A,2256.699,2243.757,77.426035503
479,CO,2258.599,2256.699,77.5147928994
480,A,2271.613,2258.599,77.6035502959
481,CL,2273.337,2271.613,77.6923076923
482,A,2273.338,2273.337,77.7810650888
483,CO,2273.339,2273.338,77.8698224852
484,A,2273.34,2273.339,77.9585798817
485,CL,2273.341,2273.34,78.0473372781
486,A,2273.419,2273.341,78.1360946746
487,CO,2273.431,2273.419,78.224852071
488,A,2286.393,2273.431,78.3136094675
489,CL,2286.394,2286.393,78.4023668639
490,A,2286.395,2286.394,78.4911242604
491,CO,2288.321,2286.395,78.5798816568
492,A,2301.33,2288.321,78.6686390533
493,CL,2303.18,2301.33,78.7573964497
494,A,2316.171,2303.18,78.8461538462
495,CO,2318.025,2316.171,78.9349112426
496,A,2331.034,2318.025,79.0236686391
497,CL,2332.379,2331.034,79.1124260355
498,A,2344.903,2332.379,79.201183432
499,CO,2346.757,2344.903,79.2899408284
500,A,2359.776,2346.757,79.3786982249
501,CL,2361.46,2359.776,79.4674556213
502,A,2374.584,2361.46,79.5562130178
503,CO,2376.469,2374.584,79.6449704142
504,A,2389.51,2376.469,79.7337278107
505,CL,2391.341,2389.51,79.8224852071
506,A,2404.32,2391.341,79.9112426036
507,CO,2406.191,2404.32,80.0
508,A,2419.244,2406.191,80.1065088757
509,CL,2420.907,2419.244,80.2130177515
510,A,2434.066,2420.907,80.3195266272
511,CO,2435.904,2434.066,80.426035503
512,A,2448.954,2435.904,80.5325443787
513,CL,2454.144,2448.954,80.6390532544
514,A,2466.956,2454.144,80.7455621302
515,CO,2468.873,2466.956,80.8520710059
516,A,2481.873,2468.873,80.9585798817
517,CL,2483.742,2481.873,81.0650887574
518,A,2496.69,2483.742,81.1715976331
519,CO,2496.691,2496.69,81.2781065089
520,A,2496.692,2496.691,81.3846153846
521,CL,2498.588,2496.692,81.4911242604
522,A,2511.475,2498.588,81.5976331361
523,CO,2511.478,2511.475,81.7041420118
524,A,2511.48,2511.478,81.8106508876
525,CL,2513.328,2511.48,81.9171597633
526,A,2526.303,2513.328,82.0236686391
527,CO,2528.189,2526.303,82.1301775148
528,A,2541.194,2528.189,82.2366863905
529,CL,2543.072,2541.194,82.3431952663
530,A,2556.013,2543.072,82.449704142
531,CO,2557.912,2556.013,82.5562130178
532,A,2570.899,2557.912,82.6627218935
533,CL,2572.77,2570.899,82.7692307692
534,A,2585.758,2572.77,82.875739645
535,CO,2585.759,2585.758,82.9822485207
536,A,2585.76,2585.759,83.0887573964
537,CL,2587.625,2585.76,83.1952662722
538,A,2600.659,2587.625,83.3017751479
539,CO,2602.489,2600.659,83.4082840237
540,A,2615.459,2602.489,83.5147928994
541,CL,2617.335,2615.459,83.6213017751
542,A,2630.338,2617.335,83.7278106509
543,CO,2632.128,2630.338,83.8343195266
544,A,2632.146,2632.128,83.9408284024
545,CL,2632.147,2632.146,84.0473372781
546,A,2632.148,2632.147,84.1538461538
547,CO,2632.197,2632.148,84.2603550296
548,A,2645.173,2632.197,84.3668639053
549,CL,2647.063,2645.173,84.4733727811
550,A,2659.337,2647.063,84.5798816568
551,CO,2661.2,2659.337,84.6863905325
552,A,2674.179,2661.2,84.7928994083
553,CL,2676.048,2674.179,84.899408284
554,A,2689.066,2676.048,85.0059171598
555,CO,2690.908,2689.066,85.1124260355
556,A,2703.905,2690.908,85.2189349112
557,CL,2705.758,2703.905,85.325443787
558,A,2718.769,2705.758,85.4319526627
559,CO,2720.457,2718.769,85.5384615385
560,A,2720.458,2720.457,85.6449704142
561,CL,2720.459,2720.458,85.7514792899
562,A,2733.638,2720.459,85.8579881657
563,CO,2735.491,2733.638,85.9644970414
564,A,2748.497,2735.491,86.0473372781
565,CL,2751.606,2748.497,86.1183431953
566,A,2764.451,2751.606,86.1893491124
567,CO,2766.431,2764.451,86.2603550296
568,A,2779.464,2766.431,86.3313609467
569,CL,2779.465,2779.464,86.4023668639
570,A,2779.466,2779.465,86.4733727811
571,CO,2781.237,2779.466,86.5443786982
572,A,2794.227,2781.237,86.6153846154
573,CL,2796.087,2794.227,86.6863905325
574,A,2809.099,2796.087,86.7573964497
575,CO,2810.959,2809.099,86.8284023669
576,A,2823.939,2810.959,86.899408284
577,CL,2825.81,2823.939,86.9704142012
578,A,2838.828,2825.81,87.0414201183
579,CO,2840.52,2838.828,87.1124260355
580,A,2853.683,2840.52,87.1834319527
581,CL,2855.521,2853.683,87.2544378698
582,A,2868.548,2855.521,87.325443787
583,CO,2870.248,2868.548,87.3964497041
584,A,2883.406,2870.248,87.4674556213
585,CL,2885.233,2883.406,87.5384615385
586,A,2898.283,2885.233,87.6094674556
587,CO,2899.989,2898.283,87.6804733728
588,A,2899.998,2899.989,87.7514792899
589,CL,2900.004,2899.998,87.8224852071
590,A,2900.062,2900.004,87.8934911243
591,CO,2900.063,2900.062,87.9644970414
592,A,2900.066,2900.063,88.0355029586
593,CL,2900.093,2900.066,88.1065088757
594,A,2913.097,2900.093,88.1775147929
595,CO,2914.959,2913.097,88.2485207101
596,A,2928.0,2914.959,88.3195266272
597,CL,2929.665,2928.0,88.3905325444
598,A,2942.106,2929.665,88.4615384615
599,CO,2943.947,2942.106,88.5325443787
600,A,2956.985,2943.947,88.6035502959
601,CL,2958.64,2956.985,88.674556213
602,A,2971.829,2958.64,88.7455621302
603,CO,2973.657,2971.829,88.8165680473
604,A,2986.71,2973.657,88.8875739645
605,CL,2988.535,2986.71,88.9585798817
606,A,3001.548,2988.535,89.0295857988
607,CO,3003.389,3001.548,89.100591716
608,A,3016.452,3003.389,89.1715976331
609,CL,3018.076,3016.452,89.2426035503
610,A,3018.209,3018.076,89.3136094675
611,CO,3018.21,3018.209,89.3846153846
612,A,3031.258,3018.21,89.4556213018
613,CL,3031.264,3031.258,89.5266272189
614,A,3031.265,3031.264,89.5976331361
615,CO,3033.086,3031.265,89.6686390533
616,A,3046.167,3033.086,89.7396449704
617,CL,3049.688,3046.167,89.8106508876
618,A,3062.64,3049.688,89.8816568047
619,CO,3064.519,3062.64,89.9526627219
620,A,3077.523,3064.519,90.0236686391
621,CL,3079.348,3077.523,90.0946745562
622,A,3092.349,3079.348,90.1656804734
623,CO,3094.236,3092.349,90.2366863905
624,A,3107.292,3094.236,90.3076923077
625,CL,3108.926,3107.292,90.3786982249
626,A,3122.118,3108.926,90.449704142
627,CO,3123.949,3122.118,90.5207100592
628,A,3137.015,3123.949,90.5917159763
629,CL,3138.674,3137.015,90.6627218935
630,A,3138.768,3138.674,90.7337278107
631,CO,3138.775,3138.768,90.8047337278
632,A,3138.776,3138.775,90.875739645
633,CL,3138.778,3138.776,90.9467455621
634,A,3151.811,3138.778,91.0177514793
635,CO,3151.814,3151.811,91.0887573964
636,A,3151.817,3151.814,91.1597633136
637,CL,3153.672,3151.817,91.2307692308
638,A,3166.699,3153.672,91.3017751479
639,CO,3168.525,3166.699,91.3727810651
640,A,3168.526,3168.525,91.4437869822
641,CL,3168.528,3168.526,91.5147928994
642,A,3181.505,3168.528,91.5857988166
643,CO,3183.396,3181.505,91.6568047337
644,A,3196.408,3183.396,91.7278106509
645,CL,3198.277,3196.408,91.798816568
646,A,3210.602,3198.277,91.8698224852
647,CO,3212.299,3210.602,91.9408284024
648,A,3225.321,3212.299,92.0118343195
649,CL,3227.176,3225.321,92.0828402367
650,A,3240.129,3227.176,92.1538461538
651,CO,3242.013,3240.129,92.224852071
652,A,3255.043,3242.013,92.2958579882
653,CL,3256.764,3255.043,92.3668639053
654,A,3256.833,3256.764,92.4378698225
655,CO,3256.835,3256.833,92.5088757396
656,A,3256.836,3256.835,92.5798816568
657,CL,3256.858,3256.836,92.650887574
658,A,3256.873,3256.858,92.7218934911
659,CO,3256.877,3256.873,92.7928994083
660,A,3269.905,3256.877,92.8639053254
661,CL,3271.732,3269.905,92.9349112426
662,A,3284.764,3271.732,93.0059171598
663,CO,3286.454,3284.764,93.0769230769
664,A,3286.563,3286.454,93.1479289941
665,CL,3286.564,3286.563,93.2189349112
666,A,3286.565,3286.564,93.2899408284
667,CO,3286.568,3286.565,93.3609467456
668,A,3299.603,3286.568,93.4319526627
669,CL,3301.458,3299.603,93.5029585799
670,A,3314.478,3301.458,93.573964497
671,CO,3316.113,3314.478,93.6449704142
672,A,3329.322,3316.113,93.7159763314
673,CL,3329.324,3329.322,93.7869822485
